"","year","site","gap","tag","burn_yr","time","surv_init","init_height","rep","stems","surv_fin","fin_height","rep_fin","id","stage"
"7499.2013",2011,1,8,2286,1999,2013,1,34.7,1,2,0,NA,NA,7499,"ad"
"7500.2013",2011,1,8,2287,1999,2013,1,17,0,3,0,NA,NA,7500,"ad"
"7501.2013",2011,1,8,2295,1999,2013,1,42,1,4,0,NA,NA,7501,"ad"
"7502.2013",2011,1,8,2296,1999,2013,1,21.9,1,3,0,NA,NA,7502,"ad"
"7503.2013",2011,1,8,2298,1999,2013,1,27.4,1,3,0,NA,NA,7503,"ad"
"7504.2013",2011,1,8,2300,1999,2013,1,14.5,0,4,0,NA,NA,7504,"ad"
"7505.2013",2011,1,8,2615,1999,2013,1,6.2,0,1,0,NA,NA,7505,"ad"
"7506.2013",2011,1,8,2616,1999,2013,1,20.1,1,1,0,NA,NA,7506,"ad"
"7507.2013",2011,1,7,1095,1999,2013,1,20.7,1,1,1,14.8,0,7507,"ad"
"7512.2013",2012,1,7,21,1999,2013,1,37.9,1,1,0,NA,NA,7512,"ad"
"7513.2013",2012,1,7,22,1999,2013,1,41.8,1,2,0,NA,NA,7513,"ad"
"7514.2013",2012,1,7,23,1999,2013,1,31.3,1,2,0,NA,NA,7514,"ad"
"7515.2013",2012,1,7,24,1999,2013,1,45.4,1,2,0,NA,NA,7515,"ad"
"7516.2013",2012,1,7,25,1999,2013,1,31.8,1,5,0,NA,NA,7516,"ad"
"7517.2013",2012,1,7,28,1999,2013,1,43.3,1,2,0,NA,NA,7517,"ad"
"7518.2013",2012,1,7,29,1999,2013,1,8.3,0,1,0,NA,NA,7518,"ad"
"7519.2013",2012,1,7,30,1999,2013,1,37.8,1,2,0,NA,NA,7519,"ad"
"7520.2013",2012,1,7,31,1999,2013,1,48.9,1,1,0,NA,NA,7520,"ad"
"7521.2013",2012,1,7,32,1999,2013,1,53.6,1,5,0,NA,NA,7521,"ad"
"7522.2013",2012,1,7,34,1999,2013,1,48.6,1,3,0,NA,NA,7522,"ad"
"7523.2013",2012,1,7,35,1999,2013,1,49.2,1,2,0,NA,NA,7523,"ad"
"7524.2013",2012,1,9,36,1999,2013,1,36.1,1,1,0,NA,NA,7524,"ad"
"7525.2013",2012,1,9,37,1999,2013,1,43.5,1,2,0,NA,NA,7525,"ad"
"7526.2013",2012,1,9,38,1999,2013,1,39.2,1,1,0,NA,NA,7526,"ad"
"7527.2013",2012,1,9,40,1999,2013,1,32.8,1,1,0,NA,NA,7527,"ad"
"7528.2013",2012,1,9,43,1999,2013,1,36.5,1,1,0,NA,NA,7528,"ad"
"7529.2013",2012,1,9,44,1999,2013,1,42,1,1,0,NA,NA,7529,"ad"
"7530.2013",2012,1,7,26,1999,2013,1,33.3,1,2,1,29,0,7530,"ad"
"7531.2013",2012,1,7,27,1999,2013,1,19.6,1,1,1,17.3,0,7531,"ad"
"7532.2013",2012,1,9,36,1999,2013,1,23.1,1,1,0,NA,NA,7532,"ad"
"7533.2013",2012,1,9,36,1999,2013,1,40.4,1,1,0,NA,NA,7533,"ad"
"7534.2013",2012,1,9,39,1999,2013,1,39.8,1,1,0,NA,NA,7534,"ad"
"7535.2013",2012,1,9,41,1999,2013,1,33.4,1,2,0,NA,NA,7535,"ad"
"7536.2013",2012,1,7,33,1999,2013,1,35.4,1,2,1,NA,NA,7536,"ad"
"7537.2013",2013,1,6,92,1999,2013,5,0.2,0,1,0,NA,NA,7537,"sg"
"7538.2013",2013,1,6,93,1999,2013,5,0.4,0,1,0,NA,NA,7538,"sg"
"7539.2013",2013,1,6,94,1999,2013,5,1.1,0,1,1,16.3,0,7539,"sg"
"7540.2013",2013,1,6,95,1999,2013,5,1.3,0,1,1,19.3,0,7540,"sg"
"7541.2013",2013,1,6,96,1999,2013,5,1.2,0,1,1,24.1,1,7541,"sg"
"7542.2013",2013,1,6,97,1999,2013,5,0.3,0,1,1,18.2,1,7542,"sg"
"7543.2013",2013,1,6,98,1999,2013,5,0.9,0,1,1,1.9,0,7543,"sg"
"7544.2013",2013,1,6,99,1999,2013,5,2.6,0,1,1,21.9,1,7544,"sg"
"7545.2013",2013,1,6,100,1999,2013,5,3.5,0,1,1,22.2,1,7545,"sg"
"7708.2013",2010,62,4,2909,2004,2013,1,14.7,1,15,0,NA,NA,7708,"ad"
"7709.2013",2011,62,4,2911,2004,2013,1,46.1,1,10,0,NA,NA,7709,"ad"
"7710.2013",2011,62,4,2912,2004,2013,1,47.8,1,16,0,NA,NA,7710,"ad"
"7713.2013",2010,62,4,801,2004,2013,1,57.9,1,13,0,NA,NA,7713,"ad"
"7714.2013",2013,62,4,2913,2004,2013,5,4.2,0,1,0,NA,NA,7714,"sg"
"7715.2013",2013,62,4,802,2004,2013,5,2.3,0,1,1,38.7,1,7715,"sg"
"7716.2013",2013,62,4,2914,2004,2013,5,2.2,0,1,1,22.3,0,7716,"sg"
"7717.2013",2013,62,4,2915,2004,2013,5,9.5,0,1,1,44.1,1,7717,"sg"
"7727.2013",2009,67,4,599,2008,2013,1,47.2,1,7,0,NA,NA,7727,"ad"
"7728.2013",2010,67,5,347,2008,2013,1,54.3,1,10,0,NA,NA,7728,"ad"
"7745.2013",2010,67,4,594,2008,2013,1,37.5,1,1,0,NA,NA,7745,"ad"
"7746.2013",2010,67,4,580,2008,2013,1,39.4,1,5,1,13,0,7746,"ad"
"7747.2013",2010,67,4,588,2008,2013,1,42.7,1,2,1,37.8,1,7747,"ad"
"7748.2013",2010,67,4,595,2008,2013,1,38,1,3,1,15.1,0,7748,"ad"
"7749.2013",2010,67,4,345,2008,2013,1,36.1,1,3,1,23.2,1,7749,"ad"
"7750.2013",2010,67,4,367,2008,2013,1,28.2,1,2,1,17.5,0,7750,"ad"
"7751.2013",2010,67,4,367,2008,2013,1,23.5,1,2,1,28.4,1,7751,"ad"
"7752.2013",2010,67,4,582,2008,2013,1,22.4,1,3,1,33.3,1,7752,"ad"
"7753.2013",2010,67,4,586,2008,2013,1,53.2,1,2,1,39.8,1,7753,"ad"
"7754.2013",2010,67,4,587,2008,2013,1,62.6,1,1,1,38.3,1,7754,"ad"
"7755.2013",2010,67,4,589,2008,2013,1,54.9,1,3,1,35.4,1,7755,"ad"
"7756.2013",2010,67,4,593,2008,2013,1,40.5,1,2,1,20.6,0,7756,"ad"
"7757.2013",2010,67,4,596,2008,2013,1,47,1,2,1,30.4,1,7757,"ad"
"7760.2013",2011,67,4,370,2008,2013,1,39.5,1,2,1,33.8,1,7760,"ad"
"7761.2013",2011,67,4,399,2008,2013,1,35.4,1,2,1,23.6,1,7761,"ad"
"7762.2013",2011,67,4,400,2008,2013,1,39.8,1,1,1,24.6,1,7762,"ad"
"7763.2013",2012,67,4,393,2008,2013,1,45.3,1,3,0,NA,NA,7763,"ad"
"7764.2013",2012,67,4,392,2008,2013,1,38.1,1,3,1,6.6,0,7764,"ad"
"7765.2013",2012,67,4,395,2008,2013,1,43.3,1,5,1,36.5,1,7765,"ad"
"7766.2013",2012,67,4,366,2008,2013,1,21.5,1,2,1,30,1,7766,"ad"
"7767.2013",2012,67,4,390,2008,2013,1,38.9,1,4,1,24.9,0,7767,"ad"
"7768.2013",2012,67,4,391,2008,2013,1,38,1,3,1,7.8,0,7768,"ad"
"7769.2013",2012,67,4,394,2008,2013,1,46.1,1,1,1,29.4,1,7769,"ad"
"7775.2013",2008,87,1,1891,2008,2013,1,31.9,1,4,0,NA,NA,7775,"ad"
"7776.2013",2008,87,1,1899,2008,2013,1,22.9,1,1,1,19.6,1,7776,"ad"
"7777.2013",2008,87,1,1888,2008,2013,1,32.1,1,2,1,36.5,1,7777,"ad"
"7778.2013",2008,87,1,1895,2008,2013,1,33.5,1,4,1,17.9,1,7778,"ad"
"7779.2013",2008,87,1,1890,2008,2013,1,27,1,5,0,NA,NA,7779,"ad"
"7795.2013",2010,87,1,99,2008,2013,1,48,1,5,0,NA,NA,7795,"ad"
"7796.2013",2010,87,1,97,2008,2013,1,30,1,2,1,28.8,0,7796,"ad"
"7797.2013",2010,87,1,100,2008,2013,1,48.7,1,3,1,56,1,7797,"ad"
"7799.2013",2009,87,1,505,2008,2013,1,5.6,0,1,1,5.5,0,7799,"ad"
"7800.2013",2009,87,1,502,2008,2013,1,42.6,1,2,1,17.9,1,7800,"ad"
"7801.2013",2009,87,1,503,2008,2013,1,41,1,3,1,48.6,1,7801,"ad"
"7818.2013",2010,87,1,527,2008,2013,1,36.6,1,1,1,NA,NA,7818,"ad"
"7819.2013",2010,87,1,506,2008,2013,1,40.4,1,6,0,NA,NA,7819,"ad"
"7820.2013",2010,87,1,507,2008,2013,1,30.6,1,4,0,NA,NA,7820,"ad"
"7821.2013",2010,87,1,511,2008,2013,1,39.6,1,2,0,NA,NA,7821,"ad"
"7822.2013",2010,87,1,512,2008,2013,1,31.9,1,2,0,NA,NA,7822,"ad"
"7823.2013",2010,87,1,515,2008,2013,1,29.3,1,2,0,NA,NA,7823,"ad"
"7824.2013",2010,87,1,516,2008,2013,1,30.4,1,2,0,NA,NA,7824,"ad"
"7825.2013",2010,87,1,519,2008,2013,1,40.4,1,3,0,NA,NA,7825,"ad"
"7826.2013",2010,87,1,520,2008,2013,1,34.7,1,2,0,NA,NA,7826,"ad"
"7827.2013",2010,87,1,525,2008,2013,1,29.2,1,3,0,NA,NA,7827,"ad"
"7828.2013",2010,87,1,528,2008,2013,1,38.5,1,2,0,NA,NA,7828,"ad"
"7829.2013",2010,87,1,532,2008,2013,1,49.3,1,3,0,NA,NA,7829,"ad"
"7830.2013",2010,87,1,533,2008,2013,1,44.1,1,1,0,NA,NA,7830,"ad"
"7831.2013",2010,87,1,549,2008,2013,1,31.5,1,1,0,NA,NA,7831,"ad"
"7832.2013",2010,87,1,550,2008,2013,1,36.4,1,3,0,NA,NA,7832,"ad"
"7833.2013",2010,87,1,551,2008,2013,1,32.2,1,4,0,NA,NA,7833,"ad"
"7834.2013",2010,87,1,553,2008,2013,1,45.1,1,3,0,NA,NA,7834,"ad"
"7835.2013",2010,87,1,554,2008,2013,1,34,1,3,0,NA,NA,7835,"ad"
"7836.2013",2010,87,1,556,2008,2013,1,36.2,1,3,0,NA,NA,7836,"ad"
"7837.2013",2010,87,1,558,2008,2013,1,35.8,1,2,0,NA,NA,7837,"ad"
"7838.2013",2010,87,1,559,2008,2013,1,32.7,1,4,0,NA,NA,7838,"ad"
"7839.2013",2010,87,1,563,2008,2013,1,33.5,1,3,0,NA,NA,7839,"ad"
"7840.2013",2010,87,1,596,2008,2013,1,10.8,0,2,0,NA,NA,7840,"ad"
"7841.2013",2010,87,1,597,2008,2013,1,37.3,1,2,0,NA,NA,7841,"ad"
"7842.2013",2010,87,1,600,2008,2013,1,36.5,1,4,0,NA,NA,7842,"ad"
"7843.2013",2010,87,1,560,2008,2013,1,33.3,1,2,1,33.9,1,7843,"ad"
"7844.2013",2010,87,1,518,2008,2013,1,48.6,1,2,1,20.1,1,7844,"ad"
"7845.2013",2010,87,1,522,2008,2013,1,20.6,1,2,1,34.6,1,7845,"ad"
"7846.2013",2010,87,1,523,2008,2013,1,18,1,2,1,19.3,1,7846,"ad"
"7847.2013",2010,87,1,524,2008,2013,1,25.2,1,3,1,42.6,1,7847,"ad"
"7848.2013",2010,87,1,526,2008,2013,1,32.4,1,2,1,12.1,0,7848,"ad"
"7849.2013",2010,87,1,561,2008,2013,1,17.1,0,3,1,36.8,1,7849,"ad"
"7854.2013",2011,87,1,566,2008,2013,1,44.9,1,3,0,NA,NA,7854,"ad"
"7855.2013",2011,87,1,536,2008,2013,1,31.1,1,1,0,NA,NA,7855,"ad"
"7856.2013",2011,87,1,541,2008,2013,1,19.6,1,1,0,NA,NA,7856,"ad"
"7857.2013",2011,87,1,569,2008,2013,1,25,0,1,0,NA,NA,7857,"ad"
"7858.2013",2011,87,1,573,2008,2013,1,3.1,0,1,0,NA,NA,7858,"ad"
"7859.2013",2011,87,1,574,2008,2013,1,30,1,1,0,NA,NA,7859,"ad"
"7860.2013",2011,87,1,575,2008,2013,1,34.5,1,2,0,NA,NA,7860,"ad"
"7861.2013",2011,87,1,576,2008,2013,1,42.4,1,3,0,NA,NA,7861,"ad"
"7862.2013",2011,87,1,535,2008,2013,1,50.7,1,1,1,51.1,1,7862,"ad"
"7863.2013",2011,87,1,542,2008,2013,1,24.6,1,2,1,23.8,1,7863,"ad"
"7864.2013",2011,87,1,546,2008,2013,1,23.1,1,1,1,26.1,1,7864,"ad"
"7865.2013",2011,87,1,547,2008,2013,1,18.1,1,4,1,38.5,1,7865,"ad"
"7866.2013",2011,87,1,567,2008,2013,1,36.1,1,2,1,33.4,1,7866,"ad"
"7867.2013",2011,87,1,571,2008,2013,1,20.3,1,1,1,24.9,1,7867,"ad"
"7868.2013",2011,87,1,572,2008,2013,1,40.1,1,1,1,31.9,1,7868,"ad"
"7869.2013",2011,87,1,577,2008,2013,1,28.5,1,2,1,25.7,1,7869,"ad"
"7870.2013",2011,87,1,578,2008,2013,1,29.3,1,1,1,25.2,1,7870,"ad"
"7871.2013",2011,87,1,579,2008,2013,1,20,0,3,1,30.2,1,7871,"ad"
"7873.2013",2012,87,1,544,2008,2013,1,3.5,1,1,0,NA,NA,7873,"ad"
"7874.2013",2012,87,1,594,2008,2013,1,34.2,1,2,0,NA,NA,7874,"ad"
"7875.2013",2012,87,1,534,2008,2013,1,8.6,0,1,1,33.1,1,7875,"ad"
"7876.2013",2012,87,1,537,2008,2013,1,17.5,1,2,1,28.6,1,7876,"ad"
"7877.2013",2012,87,1,540,2008,2013,1,22.4,1,1,1,8.4,1,7877,"ad"
"7878.2013",2012,87,1,565,2008,2013,1,31.1,1,1,1,27.4,1,7878,"ad"
"7879.2013",2012,87,1,581,2008,2013,1,12.1,0,2,1,32.1,1,7879,"ad"
"7880.2013",2012,87,1,538,2008,2013,1,4.2,0,2,1,4.1,0,7880,"ad"
"7881.2013",2012,87,1,539,2008,2013,1,18.4,1,1,1,15,0,7881,"ad"
"7882.2013",2012,87,1,543,2008,2013,1,20.2,1,1,1,11.1,0,7882,"ad"
"7883.2013",2012,87,1,595,2008,2013,1,37.4,1,2,1,39.4,1,7883,"ad"
"7884.2013",2013,87,1,582,2008,2013,5,12.4,0,1,1,12,0,7884,"sg"
"7937.2013",2010,42,3,1125,2010,2013,1,33.8,1,2,0,NA,NA,7937,"ad"
"7938.2013",2010,42,3,1128,2010,2013,1,60.2,1,4,0,NA,NA,7938,"ad"
"7939.2013",2010,42,3,1129,2010,2013,1,47.2,1,7,0,NA,NA,7939,"ad"
"7940.2013",2010,42,3,1130,2010,2013,1,40,1,2,0,NA,NA,7940,"ad"
"7948.2013",2010,42,2,1110,2010,2013,1,4.3,0,4,0,NA,NA,7948,"ad"
"7949.2013",2010,42,2,501,2010,2013,1,33.6,1,1,0,NA,NA,7949,"ad"
"7950.2013",2010,42,2,502,2010,2013,1,28.7,1,2,0,NA,NA,7950,"ad"
"7951.2013",2010,42,2,503,2010,2013,1,33.1,1,1,0,NA,NA,7951,"ad"
"7952.2013",2010,42,2,505,2010,2013,1,37.5,1,1,0,NA,NA,7952,"ad"
"7953.2013",2010,42,2,506,2010,2013,1,30.8,1,3,0,NA,NA,7953,"ad"
"7954.2013",2010,42,2,1102,2010,2013,1,28.5,1,3,0,NA,NA,7954,"ad"
"7955.2013",2010,42,2,1107,2010,2013,1,42.5,1,2,0,NA,NA,7955,"ad"
"7956.2013",2010,42,2,1108,2010,2013,1,19.6,1,1,0,NA,NA,7956,"ad"
"7957.2013",2010,42,2,1109,2010,2013,1,24.5,1,1,0,NA,NA,7957,"ad"
"7958.2013",2010,42,2,1111,2010,2013,1,49.2,1,3,0,NA,NA,7958,"ad"
"7959.2013",2010,42,2,1112,2010,2013,1,51.6,1,2,0,NA,NA,7959,"ad"
"7960.2013",2010,42,2,1114,2010,2013,1,46.5,1,4,0,NA,NA,7960,"ad"
"7961.2013",2010,42,2,1115,2010,2013,1,49.5,1,3,0,NA,NA,7961,"ad"
"7962.2013",2010,42,2,1116,2010,2013,1,21.1,0,2,0,NA,NA,7962,"ad"
"7963.2013",2010,42,2,1117,2010,2013,1,18.9,1,2,0,NA,NA,7963,"ad"
"7964.2013",2010,42,2,1118,2010,2013,1,31.2,1,2,0,NA,NA,7964,"ad"
"7965.2013",2010,42,2,1119,2010,2013,1,26.7,1,3,0,NA,NA,7965,"ad"
"7966.2013",2010,42,2,1120,2010,2013,1,26.6,1,1,0,NA,NA,7966,"ad"
"7967.2013",2010,42,2,1121,2010,2013,1,27.9,1,2,0,NA,NA,7967,"ad"
"7968.2013",2010,42,2,1122,2010,2013,1,46.3,1,3,0,NA,NA,7968,"ad"
"7969.2013",2010,42,2,1123,2010,2013,1,40,1,2,0,NA,NA,7969,"ad"
"7970.2013",2010,42,3,1124,2010,2013,1,41.4,1,2,0,NA,NA,7970,"ad"
"7971.2013",2010,42,3,1126,2010,2013,1,46.1,1,4,1,42.9,1,7971,"ad"
"7972.2013",2011,42,2,544,2010,2013,1,42.8,1,2,0,NA,NA,7972,"ad"
"7982.2013",2011,42,2,530,2010,2013,1,29.2,1,2,0,NA,NA,7982,"ad"
"7983.2013",2011,42,2,531,2010,2013,1,34.5,1,2,0,NA,NA,7983,"ad"
"7984.2013",2011,42,2,533,2010,2013,1,23.6,1,1,0,NA,NA,7984,"ad"
"7985.2013",2011,42,2,536,2010,2013,1,14.2,1,1,0,NA,NA,7985,"ad"
"7986.2013",2011,42,2,536,2010,2013,1,34.8,1,1,0,NA,NA,7986,"ad"
"7987.2013",2011,42,2,537,2010,2013,1,25.1,1,2,0,NA,NA,7987,"ad"
"7988.2013",2011,42,2,538,2010,2013,1,41.2,1,2,0,NA,NA,7988,"ad"
"7989.2013",2011,42,2,539,2010,2013,1,48.2,1,2,0,NA,NA,7989,"ad"
"7990.2013",2011,42,2,540,2010,2013,1,37.9,1,4,0,NA,NA,7990,"ad"
"7991.2013",2011,42,2,541,2010,2013,1,36.8,1,3,0,NA,NA,7991,"ad"
"7992.2013",2011,42,2,542,2010,2013,1,31.5,1,3,0,NA,NA,7992,"ad"
"7993.2013",2011,42,2,543,2010,2013,1,34.9,1,2,0,NA,NA,7993,"ad"
"7994.2013",2011,42,2,545,2010,2013,1,48,1,1,0,NA,NA,7994,"ad"
"7995.2013",2011,42,2,546,2010,2013,1,35.5,1,2,0,NA,NA,7995,"ad"
"7996.2013",2011,42,2,547,2010,2013,1,33.5,1,1,0,NA,NA,7996,"ad"
"7997.2013",2011,42,2,547,2010,2013,1,29.1,1,1,0,NA,NA,7997,"ad"
"7998.2013",2011,42,2,550,2010,2013,1,26.5,1,2,0,NA,NA,7998,"ad"
"7999.2013",2011,42,2,551,2010,2013,1,40.2,1,2,0,NA,NA,7999,"ad"
"8000.2013",2011,42,2,552,2010,2013,1,32.1,1,1,0,NA,NA,8000,"ad"
"8001.2013",2011,42,2,553,2010,2013,1,10.8,0,2,0,NA,NA,8001,"ad"
"8002.2013",2011,42,2,554,2010,2013,1,35.2,1,3,0,NA,NA,8002,"ad"
"8003.2013",2011,42,2,555,2010,2013,1,29.5,1,2,0,NA,NA,8003,"ad"
"8004.2013",2011,42,2,555,2010,2013,1,27.9,1,2,0,NA,NA,8004,"ad"
"8005.2013",2011,42,2,556,2010,2013,1,33.6,1,2,0,NA,NA,8005,"ad"
"8006.2013",2011,42,2,556,2010,2013,1,43.6,0,2,0,NA,NA,8006,"ad"
"8007.2013",2011,42,2,556,2010,2013,1,37.3,1,2,0,NA,NA,8007,"ad"
"8008.2013",2011,42,2,557,2010,2013,1,44.5,1,2,0,NA,NA,8008,"ad"
"8009.2013",2011,42,2,558,2010,2013,1,37.6,1,2,0,NA,NA,8009,"ad"
"8010.2013",2011,42,2,559,2010,2013,1,22.7,1,2,0,NA,NA,8010,"ad"
"8011.2013",2011,42,2,561,2010,2013,1,28.1,1,1,0,NA,NA,8011,"ad"
"8012.2013",2011,42,2,562,2010,2013,1,20.5,1,1,0,NA,NA,8012,"ad"
"8013.2013",2011,42,2,563,2010,2013,1,26.5,1,1,0,NA,NA,8013,"ad"
"8014.2013",2011,42,2,564,2010,2013,1,13.1,1,2,0,NA,NA,8014,"ad"
"8015.2013",2011,42,2,565,2010,2013,1,24.8,1,2,0,NA,NA,8015,"ad"
"8016.2013",2011,42,2,565,2010,2013,1,19.9,1,2,0,NA,NA,8016,"ad"
"8017.2013",2011,42,2,567,2010,2013,1,45.2,1,3,0,NA,NA,8017,"ad"
"8018.2013",2011,42,2,568,2010,2013,1,19,1,3,0,NA,NA,8018,"ad"
"8019.2013",2011,42,2,569,2010,2013,1,27.2,1,3,0,NA,NA,8019,"ad"
"8020.2013",2011,42,2,570,2010,2013,1,44.9,1,1,0,NA,NA,8020,"ad"
"8021.2013",2011,42,2,571,2010,2013,1,43,1,2,0,NA,NA,8021,"ad"
"8022.2013",2011,42,2,572,2010,2013,1,47.7,1,2,0,NA,NA,8022,"ad"
"8023.2013",2011,42,2,573,2010,2013,1,35.5,1,3,0,NA,NA,8023,"ad"
"8024.2013",2012,42,2,548,2010,2013,1,39.5,1,3,0,NA,NA,8024,"ad"
"8025.2013",2012,42,2,549,2010,2013,1,14.3,1,1,0,NA,NA,8025,"ad"
"8026.2013",2012,42,2,549,2010,2013,1,27.5,1,1,0,NA,NA,8026,"ad"
"8027.2013",2012,42,2,549,2010,2013,1,34.7,1,1,0,NA,NA,8027,"ad"
"8028.2013",2012,42,2,588,2010,2013,1,43.8,1,1,0,NA,NA,8028,"ad"
"8031.2013",2012,42,3,576,2010,2013,1,9.9,0,2,0,NA,NA,8031,"ad"
"8032.2013",2012,42,3,577,2010,2013,1,26.8,1,2,0,NA,NA,8032,"ad"
"8033.2013",2012,42,3,578,2010,2013,1,16.1,1,1,0,NA,NA,8033,"ad"
"8034.2013",2012,42,3,579,2010,2013,1,7.1,0,1,0,NA,NA,8034,"ad"
"8035.2013",2012,42,3,580,2010,2013,1,26.1,1,1,0,NA,NA,8035,"ad"
"8036.2013",2012,42,3,581,2010,2013,1,42.5,1,4,0,NA,NA,8036,"ad"
"8037.2013",2012,42,2,582,2010,2013,1,24.5,1,2,0,NA,NA,8037,"ad"
"8038.2013",2012,42,2,583,2010,2013,1,18.1,1,1,0,NA,NA,8038,"ad"
"8039.2013",2012,42,2,584,2010,2013,1,14.9,0,1,0,NA,NA,8039,"ad"
"8040.2013",2012,42,2,586,2010,2013,1,6,0,1,0,NA,NA,8040,"ad"
"8041.2013",2012,42,2,587,2010,2013,1,3.7,0,1,0,NA,NA,8041,"ad"
"8042.2013",2012,42,2,587,2010,2013,1,13.5,1,2,0,NA,NA,8042,"ad"
"8043.2013",2012,42,2,589,2010,2013,1,19.1,1,2,0,NA,NA,8043,"ad"
"8044.2013",2012,42,2,590,2010,2013,1,18.5,1,1,0,NA,NA,8044,"ad"
"8146.2013",2010,50,5,526,2010,2013,1,41.6,1,2,0,NA,NA,8146,"ad"
"8147.2013",2010,50,5,528,2010,2013,1,43.2,1,3,0,NA,NA,8147,"ad"
"8148.2013",2010,50,2,958,2010,2013,1,38.5,1,1,0,NA,NA,8148,"ad"
"8149.2013",2010,50,2,997,2010,2013,1,43.6,1,2,0,NA,NA,8149,"ad"
"8150.2013",2010,50,5,515,2010,2013,1,59.5,1,7,1,50.1,1,8150,"ad"
"8151.2013",2010,50,5,517,2010,2013,1,NA,NA,NA,1,28.8,0,8151,"ad"
"8152.2013",2010,50,5,529,2010,2013,1,51.3,1,7,1,57.3,1,8152,"ad"
"8153.2013",2010,50,2,947,2010,2013,1,40.1,1,3,1,37.7,1,8153,"ad"
"8154.2013",2010,50,2,956,2010,2013,1,29,1,3,1,16.8,1,8154,"ad"
"8155.2013",2010,50,2,998,2010,2013,1,48.8,1,4,1,33.9,1,8155,"ad"
"8156.2013",2010,50,4,521,2010,2013,1,56.4,1,2,1,38.2,1,8156,"ad"
"8157.2013",2010,50,4,522,2010,2013,1,46.4,1,4,1,47.8,1,8157,"ad"
"8158.2013",2010,50,2,948,2010,2013,1,35.7,1,2,1,23.4,1,8158,"ad"
"8159.2013",2010,50,2,953,2010,2013,1,45.5,1,2,1,35.2,1,8159,"ad"
"8160.2013",2010,50,2,955,2010,2013,1,25.5,1,1,1,17.4,1,8160,"ad"
"8161.2013",2010,50,2,958,2010,2013,1,23,0,3,1,23.1,0,8161,"ad"
"8186.2013",2011,50,2,1602,2010,2013,1,35.5,1,3,1,NA,NA,8186,"ad"
"8187.2013",2011,50,2,960,2010,2013,1,40.7,1,1,0,NA,NA,8187,"ad"
"8188.2013",2011,50,4,962,2010,2013,1,11.6,0,3,0,NA,NA,8188,"ad"
"8189.2013",2011,50,2,963,2010,2013,1,26.7,1,2,0,NA,NA,8189,"ad"
"8190.2013",2011,50,2,964,2010,2013,1,24.2,1,2,0,NA,NA,8190,"ad"
"8191.2013",2011,50,2,966,2010,2013,1,43.5,1,3,0,NA,NA,8191,"ad"
"8192.2013",2011,50,2,972,2010,2013,1,13.5,0,3,0,NA,NA,8192,"ad"
"8193.2013",2011,50,2,973,2010,2013,1,25,1,2,0,NA,NA,8193,"ad"
"8194.2013",2011,50,2,979,2010,2013,1,38.4,1,2,0,NA,NA,8194,"ad"
"8195.2013",2011,50,2,1614,2010,2013,1,30.6,1,2,0,NA,NA,8195,"ad"
"8196.2013",2011,50,2,1615,2010,2013,1,31.1,1,3,0,NA,NA,8196,"ad"
"8197.2013",2011,50,2,1633,2010,2013,1,41.1,1,2,0,NA,NA,8197,"ad"
"8198.2013",2011,50,2,1634,2010,2013,1,36,1,2,0,NA,NA,8198,"ad"
"8199.2013",2011,50,2,1640,2010,2013,1,46.3,1,2,0,NA,NA,8199,"ad"
"8200.2013",2011,50,2,1641,2010,2013,1,21,0,3,0,NA,NA,8200,"ad"
"8201.2013",2011,50,4,1657,2010,2013,1,54.4,1,5,0,NA,NA,8201,"ad"
"8202.2013",2011,50,4,1659,2010,2013,1,50.9,1,4,0,NA,NA,8202,"ad"
"8203.2013",2011,50,3,1665,2010,2013,1,49.6,1,4,0,NA,NA,8203,"ad"
"8204.2013",2011,50,3,1666,2010,2013,1,44.2,1,4,0,NA,NA,8204,"ad"
"8205.2013",2011,50,3,1671,2010,2013,1,30.2,1,2,0,NA,NA,8205,"ad"
"8206.2013",2011,50,5,1672,2010,2013,1,34.9,1,2,0,NA,NA,8206,"ad"
"8207.2013",2011,50,1,1693,2010,2013,1,16.5,1,5,0,NA,NA,8207,"ad"
"8208.2013",2011,50,2,959,2010,2013,1,26.8,1,2,1,24.6,1,8208,"ad"
"8209.2013",2011,50,2,965,2010,2013,1,18.5,1,1,1,10,0,8209,"ad"
"8210.2013",2011,50,2,971,2010,2013,1,38.2,1,2,1,25.2,1,8210,"ad"
"8211.2013",2011,50,2,974,2010,2013,1,29.8,1,2,1,33,1,8211,"ad"
"8212.2013",2011,50,2,975,2010,2013,1,40.2,1,2,1,26.2,1,8212,"ad"
"8213.2013",2011,50,2,975,2010,2013,1,33.8,1,2,1,31.1,1,8213,"ad"
"8214.2013",2011,50,2,978,2010,2013,1,38.3,1,2,1,51.3,1,8214,"ad"
"8215.2013",2011,50,2,983,2010,2013,1,31.6,1,1,1,33.2,1,8215,"ad"
"8216.2013",2011,50,2,1602,2010,2013,1,40.1,1,3,1,20.5,1,8216,"ad"
"8217.2013",2011,50,2,1608,2010,2013,1,43.5,1,2,1,25.5,1,8217,"ad"
"8218.2013",2011,50,2,1619,2010,2013,1,41.9,1,2,1,41.3,1,8218,"ad"
"8219.2013",2011,50,2,1629,2010,2013,1,40.9,1,4,1,31,1,8219,"ad"
"8220.2013",2011,50,2,1633,2010,2013,1,30.2,1,1,1,30.7,1,8220,"ad"
