"","year","site","gap","tag","burn_yr","time","surv_init","init_height","rep","stems","surv_fin","fin_height","rep_fin","id","stage"
"1533.2006",2005,59,2,75,1968,2006,1,24,1,2,1,33,1,1533,"ad"
"1534.2006",2005,59,2,78,1968,2006,1,25,1,3,1,48,1,1534,"ad"
"1535.2006",2005,59,2,79,1968,2006,1,30,1,2,1,40,1,1535,"ad"
"1536.2006",2005,59,2,91,1968,2006,1,49,1,4,1,53,1,1536,"ad"
"1537.2006",2005,59,2,690,1968,2006,1,23,1,2,1,NA,NA,1537,"ad"
"1538.2006",2004,59,5,51,1968,2006,1,33,1,2,0,NA,NA,1538,"ad"
"1544.2006",2005,59,2,95,1968,2006,1,17,0,1,0,NA,NA,1544,"ad"
"1545.2006",2005,59,9,631,1968,2006,1,10,1,2,0,NA,NA,1545,"ad"
"1546.2006",2005,59,2,88,1968,2006,1,24,1,3,1,36,1,1546,"ad"
"1547.2006",2005,59,9,643,1968,2006,1,45,1,8,1,41,1,1547,"ad"
"1548.2006",2005,59,4,604,1968,2006,1,29,1,2,1,26,1,1548,"ad"
"1549.2006",2005,59,9,642,1968,2006,1,8,0,3,1,31,1,1549,"ad"
"1550.2006",2005,59,2,83,1968,2006,1,23,1,2,1,44,1,1550,"ad"
"1551.2006",2005,59,4,602,1968,2006,1,21,1,2,1,41,1,1551,"ad"
"1552.2006",2005,59,4,603,1968,2006,1,34,1,3,1,49,1,1552,"ad"
"1553.2006",2005,59,4,611,1968,2006,1,32,1,4,1,36,1,1553,"ad"
"1554.2006",2005,59,4,614,1968,2006,1,23,1,3,1,42,1,1554,"ad"
"1555.2006",2005,59,4,615,1968,2006,1,28,1,3,1,38,1,1555,"ad"
"1556.2006",2005,59,9,620,1968,2006,1,25,1,3,1,29,1,1556,"ad"
"1557.2006",2005,59,9,628,1968,2006,1,20,1,2,1,22,1,1557,"ad"
"1558.2006",2005,59,9,629,1968,2006,1,12,1,2,1,21,1,1558,"ad"
"1559.2006",2005,59,9,633,1968,2006,1,24,1,3,1,25,1,1559,"ad"
"1560.2006",2005,59,9,634,1968,2006,1,15,1,3,1,25,1,1560,"ad"
"1561.2006",2005,59,9,635,1968,2006,1,10,0,3,1,21,1,1561,"ad"
"1562.2006",2005,59,9,636,1968,2006,1,8,1,3,1,22,1,1562,"ad"
"1563.2006",2005,59,9,638,1968,2006,1,29,1,2,1,30,1,1563,"ad"
"1564.2006",2005,59,9,639,1968,2006,1,33,1,3,1,40,1,1564,"ad"
"1565.2006",2005,59,9,641,1968,2006,1,10,1,5,1,33,1,1565,"ad"
"1566.2006",2005,59,2,82,1968,2006,1,31,1,3,1,44,1,1566,"ad"
"1567.2006",2005,59,2,84,1968,2006,1,16,1,2,1,39,1,1567,"ad"
"1568.2006",2005,59,2,85,1968,2006,1,34,1,4,1,40,1,1568,"ad"
"1569.2006",2005,59,2,86,1968,2006,1,31,1,2,1,47,1,1569,"ad"
"1570.2006",2005,59,2,87,1968,2006,1,17,1,3,1,38,1,1570,"ad"
"1571.2006",2005,59,2,90,1968,2006,1,40,1,2,1,39,1,1571,"ad"
"1572.2006",2005,59,2,92,1968,2006,1,14,1,2,1,20,1,1572,"ad"
"1573.2006",2005,59,2,93,1968,2006,1,26,1,2,1,35,1,1573,"ad"
"1574.2006",2005,59,2,94,1968,2006,1,1,0,2,1,28,1,1574,"ad"
"1575.2006",2005,59,2,96,1968,2006,1,19,1,2,1,26,1,1575,"ad"
"1576.2006",2005,59,9,605,1968,2006,1,32,1,3,1,40,1,1576,"ad"
"1577.2006",2005,59,9,606,1968,2006,1,15,1,2,1,60,1,1577,"ad"
"1578.2006",2005,59,9,607,1968,2006,1,18,1,2,1,41,1,1578,"ad"
"1579.2006",2005,59,9,608,1968,2006,1,9,0,4,1,41,1,1579,"ad"
"1580.2006",2005,59,4,609,1968,2006,1,34,1,3,1,43,1,1580,"ad"
"1581.2006",2005,59,4,610,1968,2006,1,29,1,5,1,50,1,1581,"ad"
"1582.2006",2005,59,9,612,1968,2006,1,9,0,3,1,17,1,1582,"ad"
"1583.2006",2005,59,9,613,1968,2006,1,37,1,2,1,38,1,1583,"ad"
"1584.2006",2005,59,9,617,1968,2006,1,32,1,2,1,28,1,1584,"ad"
"1585.2006",2005,59,9,621,1968,2006,1,26,1,2,1,17,1,1585,"ad"
"1586.2006",2005,59,9,622,1968,2006,1,14,1,3,1,33,1,1586,"ad"
"1587.2006",2005,59,9,623,1968,2006,1,37,1,2,1,50,1,1587,"ad"
"1588.2006",2005,59,9,625,1968,2006,1,27,1,6,1,30,1,1588,"ad"
"1589.2006",2005,59,9,627,1968,2006,1,22,1,1,1,32,1,1589,"ad"
"1590.2006",2005,59,9,630,1968,2006,1,10,1,3,1,25,1,1590,"ad"
"1591.2006",2005,59,9,637,1968,2006,1,7,0,2,1,23,1,1591,"ad"
"1592.2006",2005,59,9,640,1968,2006,1,23,1,5,1,34,1,1592,"ad"
"1593.2006",2005,59,2,60,1968,2006,1,24,1,3,1,NA,NA,1593,"ad"
"1594.2006",2005,59,4,97,1968,2006,1,28,1,3,1,32,1,1594,"ad"
"1595.2006",2005,59,4,601,1968,2006,1,28,1,3,1,31,1,1595,"ad"
"1596.2006",2005,59,3,651,1968,2006,1,40,1,2,0,NA,NA,1596,"ad"
"1597.2006",2005,59,3,648,1968,2006,1,6,1,6,1,41,1,1597,"ad"
"1598.2006",2005,59,2,647,1968,2006,1,16,1,1,1,33,1,1598,"ad"
"1599.2006",2005,59,3,650,1968,2006,1,31,1,4,1,46,1,1599,"ad"
"1601.2006",2005,59,2,644,1968,2006,1,23,1,2,1,36,1,1601,"ad"
"1602.2006",2005,59,2,645,1968,2006,1,21,1,1,1,30,1,1602,"ad"
"1603.2006",2005,59,2,646,1968,2006,1,10,0,4,1,41,1,1603,"ad"
"1606.2006",2006,59,5,655,1968,2006,3,52,1,5,0,NA,NA,1606,"ad"
"1607.2006",2006,59,5,657,1968,2006,3,14,0,5,0,NA,NA,1607,"ad"
"1608.2006",2006,59,9,653,1968,2006,3,33,1,14,1,44,1,1608,"ad"
"1609.2006",2006,59,5,656,1968,2006,3,34,1,5,1,53,1,1609,"ad"
"1610.2006",2006,59,3,670,1968,2006,3,26,1,5,1,37,1,1610,"ad"
"1611.2006",2006,59,5,654,1968,2006,3,37,1,5,1,44,1,1611,"ad"
"1612.2006",2006,59,5,658,1968,2006,3,48,1,4,1,50,1,1612,"ad"
"1613.2006",2006,59,4,660,1968,2006,3,18,1,4,1,31,1,1613,"ad"
"1614.2006",2006,59,3,665,1968,2006,3,28,1,2,1,29,1,1614,"ad"
"1615.2006",2006,59,3,666,1968,2006,3,15,1,6,1,23,1,1615,"ad"
"1616.2006",2006,59,3,667,1968,2006,3,37,1,3,1,44,1,1616,"ad"
"1617.2006",2006,59,3,668,1968,2006,3,20,1,6,1,45,1,1617,"ad"
"1618.2006",2006,59,2,671,1968,2006,3,42,1,3,1,50,1,1618,"ad"
"1619.2006",2006,59,2,672,1968,2006,3,16,1,2,1,26,1,1619,"ad"
"1620.2006",2006,59,1,652,1968,2006,3,36,1,2,1,54,1,1620,"ad"
"1621.2006",2006,59,4,661,1968,2006,3,40,1,1,1,46,1,1621,"ad"
"1622.2006",2006,59,4,662,1968,2006,3,34,1,2,1,46,1,1622,"ad"
"1623.2006",2006,59,4,663,1968,2006,3,28,1,8,1,64,1,1623,"ad"
"1624.2006",2006,59,3,664,1968,2006,3,21,1,4,1,42,1,1624,"ad"
"1625.2006",2006,59,9,675,1968,2006,3,9,1,3,0,NA,NA,1625,"ad"
"1626.2006",2006,59,3,687,1968,2006,3,13,1,3,0,NA,NA,1626,"ad"
"1627.2006",2006,59,9,680,1968,2006,3,45,1,2,1,30,1,1627,"ad"
"1628.2006",2006,59,2,682,1968,2006,3,28,1,2,1,37,1,1628,"ad"
"1629.2006",2006,59,5,689,1968,2006,3,36,1,6,1,46,1,1629,"ad"
"1630.2006",2006,59,9,674,1968,2006,3,26,1,2,1,43,1,1630,"ad"
"1631.2006",2006,59,9,676,1968,2006,3,27,1,1,1,25,1,1631,"ad"
"1632.2006",2006,59,9,678,1968,2006,3,23,1,2,1,91,1,1632,"ad"
"1633.2006",2006,59,9,679,1968,2006,3,52,1,3,1,41,1,1633,"ad"
"1634.2006",2006,59,2,683,1968,2006,3,15,1,1,1,29,1,1634,"ad"
"1635.2006",2006,59,2,684,1968,2006,3,25,1,2,1,21,1,1635,"ad"
"1636.2006",2006,59,2,685,1968,2006,3,32,1,3,1,49,1,1636,"ad"
"1637.2006",2006,59,2,686,1968,2006,3,23,1,2,1,33,1,1637,"ad"
"1638.2006",2006,59,9,681,1968,2006,5,8,0,4,1,40,1,1638,"sg"
"1639.2006",2006,59,9,673,1968,2006,5,13,1,1,1,NA,NA,1639,"sg"
"1640.2006",2006,59,9,677,1968,2006,5,14,1,1,1,21,1,1640,"sg"
"1641.2006",2006,59,3,688,1968,2006,5,14,1,2,1,47,1,1641,"sg"
"1992.2006",1999,93,6,418,1972,2006,1,44,1,7,1,50,1,1992,"ad"
"2004.2006",1999,93,8,423,1972,2006,1,43,1,2,1,46,1,2004,"ad"
"2011.2006",2003,93,6,804,1972,2006,1,32,1,9,1,46,1,2011,"ad"
"2012.2006",2004,93,3,809,1972,2006,1,44,1,3,0,NA,NA,2012,"ad"
"2014.2006",2005,93,4,817,1972,2006,1,27,1,2,0,NA,NA,2014,"ad"
"2015.2006",2005,93,5,818,1972,2006,1,68,1,6,0,NA,NA,2015,"ad"
"2016.2006",2005,93,5,819,1972,2006,1,54,1,4,1,55,1,2016,"ad"
"2017.2006",2005,93,5,820,1972,2006,1,52,1,3,1,53,1,2017,"ad"
"2018.2006",2005,93,5,824,1972,2006,1,53,1,5,1,54,1,2018,"ad"
"2019.2006",2005,93,10,821,1972,2006,1,63,1,9,1,54,1,2019,"ad"
"2020.2006",2005,93,9,810,1972,2006,1,33,1,2,1,NA,NA,2020,"ad"
"2021.2006",2005,93,10,822,1972,2006,1,24,1,3,1,42,1,2021,"ad"
"2022.2006",2005,93,4,825,1972,2006,1,26,1,2,1,50,1,2022,"ad"
"2023.2006",2005,93,3,826,1972,2006,1,46,1,2,1,56,1,2023,"ad"
"2024.2006",2005,93,3,811,1972,2006,1,30,1,2,0,NA,NA,2024,"ad"
"2025.2006",2005,93,5,813,1972,2006,1,42,1,2,1,47,1,2025,"ad"
"2026.2006",2005,93,1,828,1972,2006,1,51,1,3,1,70,1,2026,"ad"
"2027.2006",2005,93,6,812,1972,2006,1,43,1,2,1,49,1,2027,"ad"
"2028.2006",2005,93,3,814,1972,2006,1,17,1,1,1,43,1,2028,"ad"
"2029.2006",2005,93,8,815,1972,2006,1,21,1,2,1,39,1,2029,"ad"
"2030.2006",2005,93,8,823,1972,2006,1,33,1,1,1,13,0,2030,"ad"
"2957.2006",1998,67,6,1869,1986,2006,1,13,1,2,0,NA,NA,2957,"ad"
"2958.2006",1998,67,6,1885,1986,2006,1,18,0,5,0,NA,NA,2958,"ad"
"2959.2006",1998,67,6,1867,1986,2006,1,26,1,5,0,NA,NA,2959,"ad"
"2960.2006",1998,67,6,1879,1986,2006,1,52,1,3,0,NA,NA,2960,"ad"
"2961.2006",1998,67,3,1817,1986,2006,1,41,1,3,1,47,1,2961,"ad"
"3020.2006",2001,67,4,17,1986,2006,1,9,0,4,0,NA,NA,3020,"ad"
"3021.2006",2001,67,4,32,1986,2006,1,42,1,4,0,NA,NA,3021,"ad"
"3022.2006",2001,67,4,23,1986,2006,1,41,1,8,1,65,1,3022,"ad"
"3024.2006",2001,67,3,105,1986,2006,1,28,1,2,1,47,1,3024,"ad"
"3031.2006",2003,67,6,143,1986,2006,1,51,1,8,1,58,1,3031,"ad"
"3049.2006",2003,67,6,141,1986,2006,1,50,1,4,1,40,1,3049,"ad"
"3050.2006",2003,67,4,130,1986,2006,1,59,1,2,1,60,1,3050,"ad"
"3051.2006",2003,67,6,132,1986,2006,1,31,1,3,1,47,1,3051,"ad"
"3052.2006",2003,67,6,135,1986,2006,1,33,1,6,1,42,1,3052,"ad"
"3053.2006",2003,67,6,136,1986,2006,1,35,1,3,1,51,1,3053,"ad"
"3054.2006",2003,67,6,137,1986,2006,1,41,1,5,1,53,1,3054,"ad"
"3055.2006",2003,67,6,134,1986,2006,1,26,1,5,1,39,1,3055,"ad"
"3056.2006",2003,67,6,144,1986,2006,1,47,1,1,1,41,1,3056,"ad"
"3071.2006",2004,67,2,146,1986,2006,1,6,0,2,0,NA,NA,3071,"ad"
"3072.2006",2004,67,2,158,1986,2006,1,8,0,1,0,NA,NA,3072,"ad"
"3073.2006",2004,67,4,186,1986,2006,1,40,1,2,0,NA,NA,3073,"ad"
"3074.2006",2004,67,4,200,1986,2006,1,37,1,4,0,NA,NA,3074,"ad"
"3075.2006",2004,67,2,149,1986,2006,1,4,0,3,1,3,0,3075,"ad"
"3076.2006",2004,67,2,147,1986,2006,1,7,0,3,1,NA,NA,3076,"ad"
"3077.2006",2004,67,2,174,1986,2006,1,4,0,2,1,10,0,3077,"ad"
"3078.2006",2004,67,4,154,1986,2006,1,43,1,2,1,66,1,3078,"ad"
"3079.2006",2004,67,2,164,1986,2006,1,20,1,1,1,27,1,3079,"ad"
"3080.2006",2004,67,4,189,1986,2006,1,37,1,1,1,47,1,3080,"ad"
"3081.2006",2004,67,4,191,1986,2006,1,24,1,2,1,48,1,3081,"ad"
"3110.2006",2005,67,6,505,1986,2006,1,18,0,5,0,NA,NA,3110,"ad"
"3111.2006",2005,67,4,1304,1986,2006,1,36,1,5,0,NA,NA,3111,"ad"
"3112.2006",2005,67,6,1327,1986,2006,1,43,1,2,0,NA,NA,3112,"ad"
"3113.2006",2005,67,6,1335,1986,2006,1,33,1,2,0,NA,NA,3113,"ad"
"3114.2006",2005,67,6,1337,1986,2006,1,28,1,1,0,NA,NA,3114,"ad"
"3115.2006",2005,67,4,1312,1986,2006,1,47,1,4,0,NA,NA,3115,"ad"
"3116.2006",2005,67,6,1331,1986,2006,1,50,1,3,0,NA,NA,3116,"ad"
"3117.2006",2005,67,6,518,1986,2006,1,26,1,2,1,56,1,3117,"ad"
"3118.2006",2005,67,6,511,1986,2006,1,32,1,2,1,44,1,3118,"ad"
"3119.2006",2005,67,3,1331,1986,2006,1,33,1,2,1,29,1,3119,"ad"
"3120.2006",2005,67,6,1341,1986,2006,1,27,1,4,1,52,1,3120,"ad"
"3121.2006",2005,67,6,1373,1986,2006,1,50,1,4,1,35,1,3121,"ad"
"3122.2006",2005,67,6,504,1986,2006,1,24,1,2,1,45,1,3122,"ad"
"3123.2006",2005,67,6,512,1986,2006,1,44,1,4,1,53,1,3123,"ad"
"3124.2006",2005,67,6,513,1986,2006,1,35,1,4,1,36,1,3124,"ad"
"3125.2006",2005,67,6,526,1986,2006,1,35,1,1,1,24,1,3125,"ad"
"3126.2006",2005,67,6,527,1986,2006,1,35,1,2,1,36,1,3126,"ad"
"3127.2006",2005,67,6,528,1986,2006,1,30,1,1,1,42,1,3127,"ad"
"3128.2006",2005,67,6,531,1986,2006,1,29,1,2,1,33,1,3128,"ad"
"3129.2006",2005,67,6,532,1986,2006,1,17,1,2,1,28,1,3129,"ad"
"3130.2006",2005,67,6,536,1986,2006,1,18,0,1,1,43,1,3130,"ad"
"3131.2006",2005,67,6,545,1986,2006,1,39,1,4,1,39,1,3131,"ad"
"3132.2006",2005,67,6,546,1986,2006,1,43,1,6,1,41,1,3132,"ad"
"3133.2006",2005,67,6,1305,1986,2006,1,42,1,2,1,34,1,3133,"ad"
"3134.2006",2005,67,6,1322,1986,2006,1,37,1,2,1,56,1,3134,"ad"
"3135.2006",2005,67,6,1325,1986,2006,1,25,1,4,1,30,1,3135,"ad"
"3136.2006",2005,67,6,1328,1986,2006,1,28,1,1,1,46,1,3136,"ad"
"3137.2006",2005,67,6,1329,1986,2006,1,41,1,2,1,42,1,3137,"ad"
"3138.2006",2005,67,6,1330,1986,2006,1,39,1,2,1,43,1,3138,"ad"
"3139.2006",2005,67,4,1339,1986,2006,1,53,1,3,1,66,1,3139,"ad"
"3140.2006",2005,67,6,1339,1986,2006,1,28,1,2,1,29,1,3140,"ad"
"3141.2006",2005,67,6,1382,1986,2006,1,46,1,4,1,35,1,3141,"ad"
"3142.2006",2005,67,4,1396,1986,2006,1,58,1,4,1,68,1,3142,"ad"
"3143.2006",2005,67,6,507,1986,2006,1,29,1,2,1,39,1,3143,"ad"
"3144.2006",2005,67,6,510,1986,2006,1,33,1,3,1,43,1,3144,"ad"
"3145.2006",2005,67,6,514,1986,2006,1,28,1,3,1,34,1,3145,"ad"
"3146.2006",2005,67,6,515,1986,2006,1,25,1,2,1,37,1,3146,"ad"
"3147.2006",2005,67,6,516,1986,2006,1,NA,NA,NA,1,34,1,3147,"ad"
"3148.2006",2005,67,6,524,1986,2006,1,27,1,2,1,36,1,3148,"ad"
"3149.2006",2005,67,6,525,1986,2006,1,16,0,2,1,41,1,3149,"ad"
"3150.2006",2005,67,6,529,1986,2006,1,13,0,2,1,28,0,3150,"ad"
"3151.2006",2005,67,6,533,1986,2006,1,23,0,2,1,22,0,3151,"ad"
"3152.2006",2005,67,6,534,1986,2006,1,25,1,2,1,41,1,3152,"ad"
"3153.2006",2005,67,6,535,1986,2006,1,36,1,1,1,48,1,3153,"ad"
"3154.2006",2005,67,6,1301,1986,2006,1,29,1,1,1,36,1,3154,"ad"
"3155.2006",2005,67,6,1302,1986,2006,1,30,1,3,1,37,1,3155,"ad"
"3156.2006",2005,67,6,1303,1986,2006,1,44,1,1,1,60,1,3156,"ad"
"3157.2006",2005,67,6,1308,1986,2006,1,47,1,6,1,49,1,3157,"ad"
"3158.2006",2005,67,6,1324,1986,2006,1,31,1,4,1,38,1,3158,"ad"
"3159.2006",2005,67,6,1338,1986,2006,1,25,1,4,1,35,1,3159,"ad"
"3160.2006",2005,67,6,1340,1986,2006,1,58,1,1,1,55,1,3160,"ad"
"3161.2006",2005,67,2,547,1986,2006,1,8,0,1,0,NA,NA,3161,"ad"
"3162.2006",2005,67,2,541,1986,2006,1,4,0,3,0,NA,NA,3162,"ad"
"3163.2006",2005,67,2,540,1986,2006,1,12,1,2,1,21,1,3163,"ad"
"3164.2006",2005,67,4,542,1986,2006,1,27,1,2,1,43,1,3164,"ad"
"3165.2006",2005,67,4,543,1986,2006,1,31,1,2,1,50,1,3165,"ad"
"3166.2006",2005,67,4,544,1986,2006,1,46,1,2,1,56,1,3166,"ad"
"3168.2006",2006,67,4,552,1986,2006,3,44,1,3,1,54,1,3168,"ad"
"3169.2006",2006,67,4,549,1986,2006,3,50,1,3,1,73,1,3169,"ad"
"3170.2006",2006,67,4,550,1986,2006,3,45,1,2,1,44,1,3170,"ad"
"3171.2006",2006,67,4,553,1986,2006,3,43,1,3,1,54,1,3171,"ad"
"3172.2006",2006,67,4,554,1986,2006,3,47,1,2,1,56,1,3172,"ad"
"3173.2006",2006,67,4,555,1986,2006,3,42,1,3,1,51,1,3173,"ad"
"3174.2006",2006,67,3,548,1986,2006,3,35,1,1,1,45,1,3174,"ad"
"3175.2006",2006,67,6,556,1986,2006,3,31,1,2,1,41,1,3175,"ad"
"3176.2006",2006,67,6,557,1986,2006,3,20,1,1,1,32,1,3176,"ad"
"3177.2006",2006,67,4,559,1986,2006,5,2,0,1,1,14,0,3177,"sg"
"3178.2006",2006,67,4,558,1986,2006,5,2,0,1,1,31,1,3178,"sg"
"3498.2006",1998,87,1,1207,1986,2006,1,22,0,4,0,NA,NA,3498,"ad"
"3499.2006",1998,87,1,1220,1986,2006,1,25,1,8,1,35,1,3499,"ad"
"3500.2006",1998,87,1,1213,1986,2006,1,26,1,6,1,28,1,3500,"ad"
"3551.2006",2000,87,1,2,1986,2006,1,9,0,3,0,NA,NA,3551,"ad"
"3582.2006",2001,87,1,35,1986,2006,1,38,1,5,0,NA,NA,3582,"ad"
"3583.2006",2001,87,1,30,1986,2006,1,21,1,5,1,17,1,3583,"ad"
"3584.2006",2001,87,1,42,1986,2006,1,24,1,4,1,41,1,3584,"ad"
"3585.2006",2001,87,1,60,1986,2006,1,10,0,9,1,41,1,3585,"ad"
"3589.2006",2001,87,1,39,1986,2006,1,37,1,2,0,NA,NA,3589,"ad"
"3590.2006",2001,87,1,40,1986,2006,1,16,0,1,1,29,1,3590,"ad"
"3599.2006",2003,87,1,68,1986,2006,1,13,0,4,1,15,0,3599,"ad"
"3601.2006",2003,87,1,80,1986,2006,1,20,0,2,1,28,1,3601,"ad"
"3602.2006",2003,87,1,81,1986,2006,1,34,1,1,1,35,1,3602,"ad"
"3603.2006",2003,87,1,66,1986,2006,1,19,1,2,1,23,1,3603,"ad"
"3604.2006",2004,87,1,1801,1986,2006,1,29,1,1,1,23,1,3604,"ad"
"3622.2006",2005,87,1,1805,1986,2006,1,38,1,4,0,NA,NA,3622,"ad"
"3623.2006",2005,87,1,1839,1986,2006,1,24,1,2,0,NA,NA,3623,"ad"
"3624.2006",2005,87,1,1849,1986,2006,1,18,0,1,0,NA,NA,3624,"ad"
"3625.2006",2005,87,1,1860,1986,2006,1,7,0,5,0,NA,NA,3625,"ad"
"3626.2006",2005,87,1,1843,1986,2006,1,24,1,1,1,31,1,3626,"ad"
"3627.2006",2005,87,1,1852,1986,2006,1,39,1,2,1,24,1,3627,"ad"
"3628.2006",2005,87,1,1854,1986,2006,1,27,1,7,1,10,0,3628,"ad"
"3629.2006",2005,87,1,1870,1986,2006,1,44,1,3,1,45,1,3629,"ad"
"3630.2006",2005,87,1,1873,1986,2006,1,30,1,5,1,35,1,3630,"ad"
"3631.2006",2005,87,1,1887,1986,2006,1,36,1,3,1,50,1,3631,"ad"
"3632.2006",2005,87,1,1864,1986,2006,1,33,1,2,1,36,1,3632,"ad"
"3633.2006",2005,87,1,1808,1986,2006,1,36,1,3,1,49,1,3633,"ad"
"3634.2006",2005,87,1,1874,1986,2006,1,28,1,3,1,28,1,3634,"ad"
"3635.2006",2005,87,1,1893,1986,2006,1,5,1,1,1,17,1,3635,"ad"
"3637.2006",2005,87,1,1813,1986,2006,1,33,1,3,1,40,1,3637,"ad"
"3638.2006",2005,87,1,1830,1986,2006,1,38,1,3,1,46,1,3638,"ad"
"3639.2006",2005,87,1,1846,1986,2006,1,20,0,3,1,37,1,3639,"ad"
"3640.2006",2005,87,1,1862,1986,2006,1,27,1,1,1,31,1,3640,"ad"
"3641.2006",2005,87,1,1842,1986,2006,1,17,0,1,1,32,1,3641,"ad"
"3642.2006",2005,87,1,1886,1986,2006,1,33,1,1,1,24,1,3642,"ad"
"3643.2006",2005,87,1,1892,1986,2006,1,22,0,4,1,34,1,3643,"ad"
"3648.2006",2006,87,1,1884,1986,2006,3,22,1,2,0,NA,NA,3648,"ad"
"3649.2006",2006,87,1,1894,1986,2006,3,41,1,2,0,NA,NA,3649,"ad"
"3650.2006",2006,87,1,1804,1986,2006,3,18,1,9,1,22,0,3650,"ad"
"3651.2006",2006,87,1,1821,1986,2006,3,38,1,2,1,34,1,3651,"ad"
"3652.2006",2006,87,1,1825,1986,2006,3,13,1,2,1,27,1,3652,"ad"
"3653.2006",2006,87,1,1872,1986,2006,3,59,1,3,1,NA,NA,3653,"ad"
"3654.2006",2006,87,1,1897,1986,2006,3,41,1,3,1,42,1,3654,"ad"
"3655.2006",2006,87,1,73,1986,2006,3,20,0,1,1,11,0,3655,"ad"
"3656.2006",2006,87,1,74,1986,2006,5,5,0,1,1,6,0,3656,"sg"
"3657.2006",2006,87,1,77,1986,2006,5,5,0,1,1,9,0,3657,"sg"
"3658.2006",2006,87,1,75,1986,2006,5,9,0,1,1,8,0,3658,"sg"
"3659.2006",2006,87,1,82,1986,2006,5,8,0,2,1,13,0,3659,"sg"
"3872.2006",2005,88,1,213,1986,2006,1,16,1,4,1,14,1,3872,"ad"
"4099.2006",1999,91,1,553,1986,2006,1,31,1,1,0,NA,NA,4099,"ad"
"4134.2006",2000,91,1,13,1986,2006,1,27,1,4,1,21,1,4134,"ad"
"4170.2006",2001,91,1,46,1986,2006,1,46,1,3,1,63,1,4170,"ad"
"4171.2006",2001,91,1,44,1986,2006,1,41,1,3,1,56,1,4171,"ad"
"4183.2006",2003,91,1,79,1986,2006,1,22,1,4,0,NA,NA,4183,"ad"
"4184.2006",2003,91,1,82,1986,2006,1,15,0,5,0,NA,NA,4184,"ad"
"4185.2006",2003,91,1,73,1986,2006,1,23,1,5,1,36,1,4185,"ad"
"4198.2006",2005,91,1,92,1986,2006,1,48,1,3,0,NA,NA,4198,"ad"
"4199.2006",2005,91,1,97,1986,2006,1,19,1,3,0,NA,NA,4199,"ad"
"4200.2006",2005,91,1,99,1986,2006,1,10,0,1,0,NA,NA,4200,"ad"
"4201.2006",2005,91,1,201,1986,2006,1,51,1,6,0,NA,NA,4201,"ad"
"4202.2006",2005,91,1,212,1986,2006,1,37,1,2,0,NA,NA,4202,"ad"
"4203.2006",2005,91,1,203,1986,2006,1,53,1,6,1,54,1,4203,"ad"
"4204.2006",2005,91,1,216,1986,2006,1,47,1,2,1,52,1,4204,"ad"
"4205.2006",2005,91,1,100,1986,2006,1,40,1,4,1,56,1,4205,"ad"
"4206.2006",2005,91,1,221,1986,2006,1,37,1,2,1,38,1,4206,"ad"
"4207.2006",2005,91,1,207,1986,2006,1,31,1,2,1,NA,NA,4207,"ad"
"4208.2006",2005,91,1,226,1986,2006,1,25,1,1,1,25,1,4208,"ad"
"4209.2006",2005,91,1,204,1986,2006,1,35,1,2,1,27,1,4209,"ad"
"4210.2006",2005,91,1,205,1986,2006,1,34,1,5,1,47,1,4210,"ad"
"4211.2006",2005,91,1,206,1986,2006,1,30,1,2,1,46,1,4211,"ad"
"4212.2006",2005,91,1,213,1986,2006,1,40,1,3,1,44,1,4212,"ad"
"4213.2006",2005,91,1,225,1986,2006,1,48,1,2,1,51,1,4213,"ad"
"4214.2006",2005,91,1,210,1986,2006,1,36,1,4,1,52,1,4214,"ad"
"4215.2006",2005,91,1,223,1986,2006,1,33,1,2,1,43,1,4215,"ad"
"4216.2006",2005,91,1,81,1986,2006,1,18,0,3,1,34,1,4216,"ad"
"4217.2006",2005,91,1,202,1986,2006,1,54,1,3,1,61,1,4217,"ad"
"4218.2006",2005,91,1,222,1986,2006,1,10,0,3,1,34,1,4218,"ad"
"4219.2006",2005,91,1,224,1986,2006,1,41,1,2,1,54,1,4219,"ad"
"4220.2006",2005,91,1,86,1986,2006,1,32,1,2,1,33,1,4220,"ad"
"4221.2006",2005,91,1,85,1986,2006,1,25,1,3,1,33,1,4221,"ad"
"4222.2006",2005,91,1,88,1986,2006,1,46,1,3,1,45,1,4222,"ad"
"4223.2006",2005,91,1,87,1986,2006,1,33,1,3,1,41,1,4223,"ad"
"4224.2006",2005,91,1,89,1986,2006,1,38,1,4,1,45,1,4224,"ad"
"4225.2006",2005,91,1,90,1986,2006,1,22,1,2,1,32,1,4225,"ad"
"4226.2006",2005,91,1,91,1986,2006,1,28,1,3,1,26,1,4226,"ad"
"4232.2006",2006,91,1,231,1986,2006,3,7,0,1,0,NA,NA,4232,"ad"
"4233.2006",2006,91,1,232,1986,2006,3,42,1,14,0,NA,NA,4233,"ad"
"4234.2006",2006,91,1,240,1986,2006,3,5,0,6,0,NA,NA,4234,"ad"
"4235.2006",2006,91,1,220,1986,2006,3,32,1,5,0,NA,NA,4235,"ad"
"4236.2006",2006,91,1,250,1986,2006,3,21,1,2,0,NA,NA,4236,"ad"
"4237.2006",2006,91,1,219,1986,2006,3,27,1,1,1,26,1,4237,"ad"
"4238.2006",2006,91,1,238,1986,2006,3,9,0,3,1,5,0,4238,"ad"
"4239.2006",2006,91,1,245,1986,2006,3,39,1,3,1,50,1,4239,"ad"
