bald	gap	tag	year	initial	fire_year	ht_init	ht_final	rp_init	rp_final	stage	fate	st_init										
1	8	155	1998	1997	1967	3	NA	0	NA	ve	rip	3										
1	8	157	1998	1997	1967	30	NA	21	NA	sm	rip	4										
1	8	158	1998	1997	1967	44	NA	72	NA	me	rip	2										
1	8	159	1998	1997	1967	20	NA	5	NA	sm	rip	2										
1	8	162	1998	1997	1967	21	NA	14	NA	sm	rip	16										
1	8	164	1998	1997	1967	12	NA	0	NA	ve	rip	3										
1	8	165	1998	1997	1967	15	NA	0	NA	ve	rip	11										
1	8	363	1998	1995	1967	3	NA	0	NA	ve	rip	5										
1	8	365	1998	1995	1967	3	NA	0	NA	ve	rip	4										
1	8	1000	1998	1998	1967	1	NA	0	NA	sg	rip	1										
1	8	1025	1998	1998	1967	1	NA	0	NA	sg	rip	1										
1	8	1115	1998	1998	1967	1	NA	0	NA	sg	rip	1										
1	8	1122	1998	1998	1967	6	NA	0	NA	sg	rip	8										
1	8	1125	1998	1998	1967	1	NA	0	NA	sg	rip	1										
1	8	1130	1998	1998	1967	1	NA	0	NA	sg	rip	1										
1	8	1131	1998	1998	1967	6	NA	0	NA	sg	rip	8										
1	8	1335	1998	1998	1967	1	NA	0	NA	sg	rip	1										
1	8	1373	1998	1998	1967	1	NA	0	NA	sg	rip	1										
1	8	1812	1998	1998	1967	1	NA	0	NA	sg	rip	1										
1	8	1821	1998	1998	1967	2	NA	0	NA	sg	rip	1										
1	8	1886	1998	1998	1967	1	NA	0	NA	sg	rip	1										
1	8	1887	1998	1998	1967	17	NA	0	NA	ve	rip	2										
1	8	1992	1998	1998	1967	4	NA	0	NA	ve	rip	14										
1	8	5555	1998	1998	1967	1	NA	0	NA	sg	rip	1										
1	8	5555	1998	1998	1967	1	NA	0	NA	sg	rip	1										
1	8	5555	1998	1998	1967	1	NA	0	NA	sg	rip	1										
1	8	5555	1998	1998	1967	1	NA	0	NA	sg	rip	1										
1	8	5555	1998	1998	1967	4	NA	0	NA	sg	rip	2										
1	10	387	1998	1994	1967	38	NA	16	NA	me	rip	9										
1	10	1112	1998	1998	1967	33	43	37	237	sm	me	11										
1	10	1993	1998	1998	1967	65	68	166	325	la	la	6										
29	1	3	1998	1995	1985	41	47	160	218	me	me	5										
29	1	6	1998	1995	1985	45	26	186	49	me	sm	10										
29	1	8	1998	1995	1985	44	38	451	154	me	me	10										
29	1	9	1998	1995	1985	32	NA	116	NA	sm	rip	11										
29	1	186	1998	1997	1985	54	46	940	200	la	me	18										
29	1	187	1998	1997	1985	46	NA	106	NA	me	rip	9										
29	1	192	1998	1997	1985	29	28	35	51	sm	sm	3										
29	1	193	1998	1997	1985	31	27	36	48	sm	sm	2										
29	1	194	1998	1997	1985	30	31	37	57	sm	sm	4										
29	1	315	1998	1998	1985	6	36	0	38	sg	me	1										
29	1	316	1998	1998	1985	2	NA	0	NA	sg	rip	1										
29	1	316	1998	1998	1985	4	NA	0	NA	sg	rip	1										
29	1	316	1998	1998	1985	4	21	0	10	sg	sm	1										
29	1	318	1998	1998	1985	3	NA	0	NA	sg	rip	1										
29	1	319	1998	1998	1985	46	NA	139	NA	me	rip	3										
29	1	322	1998	1998	1985	41	NA	398	NA	me	rip	5										
29	1	324	1998	1998	1985	24	45	13	376	sm	me	1										
29	1	325	1998	1998	1985	49	NA	221	NA	me	rip	4										
29	1	327	1998	1998	1985	15	NA	0	NA	sg	rip	1										
29	1	328	1998	1998	1985	2	NA	0	NA	sg	rip	1										
29	1	329	1998	1998	1985	33	NA	84	NA	sm	rip	2										
29	1	381	1998	1997	1985	36	25	64	5	me	sm	11										
29	1	382	1998	1997	1985	38	NA	105	NA	me	rip	10										
29	1	384	1998	1997	1985	35	NA	89	NA	me	rip	7										
29	1	385	1998	1997	1985	55	57	284	597	la	la	6										
29	1	397	1998	1997	1985	31	NA	28	NA	sm	rip	1										
29	1	398	1998	1997	1985	23	NA	1	NA	sm	rip	2										
29	1	399	1998	1997	1985	52	NA	303	NA	la	rip	2										
29	1	451	1998	1998	1985	2	9	0	0	sg	ve	1										
29	1	700	1998	1998	1985	3	16	0	0	sg	ve	1										
29	1	702	1998	1998	1985	9	51	0	264	sg	la	2										
29	1	705	1998	1998	1985	4	37	0	103	sg	me	1										
29	1	706	1998	1998	1985	10	17	0	0	sg	ve	1										
29	1	708	1998	1998	1985	6	32	0	13	sg	sm	1										
29	1	710	1998	1998	1985	4	48	0	150	sg	me	1										
29	1	713	1998	1998	1985	7	53	0	208	sg	la	1										
29	1	716	1998	1998	1985	4	NA	0	NA	sg	rip	1										
29	1	717	1998	1998	1985	6	40	0	166	sg	me	1										
29	1	718	1998	1998	1985	2	36	0	43	sg	me	1										
29	1	719	1998	1998	1985	7	60	0	211	sg	la	1										
29	1	720	1998	1998	1985	54	NA	284	NA	la	rip	3										
29	1	721	1998	1998	1985	9	52	0	131	sg	la	1										
29	1	722	1998	1998	1985	2	7	0	0	sg	ve	1										
29	1	723	1998	1998	1985	3	43	0	40	sg	me	1										
29	1	724	1998	1998	1985	9	45	0	154	sg	me	1										
29	1	725	1998	1998	1985	3	2	0	0	sg	ve	1										
29	1	726	1998	1998	1985	5	53	0	322	sg	la	1										
29	1	727	1998	1998	1985	8	52	0	130	sg	la	1										
29	1	728	1998	1998	1985	19	42	0	16	ve	me	1										
29	1	729	1998	1998	1985	3	8	0	0	sg	ve	1										
29	1	731	1998	1998	1985	11	43	0	143	sg	me	1										
29	1	732	1998	1998	1985	39	24	141	37	me	sm	6										
29	1	738	1998	1998	1985	4	48	0	172	sg	me	1										
29	1	739	1998	1998	1985	29	54	4	196	sm	la	1										
29	1	740	1998	1998	1985	8	NA	0	NA	sg	rip	1										
29	1	744	1998	1998	1985	39	34	88	22	me	me	4										
29	1	758	1998	1998	1985	19	58	0	209	ve	la	1										
29	1	764	1998	1998	1985	9	39	0	138	sg	me	1										
29	1	765	1998	1998	1985	6	46	0	222	sg	me	1										
29	1	766	1998	1998	1985	3	2	0	0	sg	ve	1										
29	1	768	1998	1998	1985	52	NA	111	NA	la	rip	1										
29	1	770	1998	1998	1985	27	59	2	144	sm	la	1										
29	1	773	1998	1998	1985	47	44	205	91	me	me	5										
29	1	774	1998	1998	1985	2	NA	0	NA	sg	rip	1										
29	1	775	1998	1998	1985	8	39	0	165	sg	me	1										
29	1	776	1998	1998	1985	4	7	0	0	sg	ve	1										
29	1	777	1998	1998	1985	2	3	0	0	sg	ve	1										
29	1	778	1998	1998	1985	3	41	0	135	sg	me	1										
29	1	779	1998	1998	1985	10	44	0	92	sg	me	1										
29	1	780	1998	1998	1985	7	43	0	56	sg	me	1										
29	1	781	1998	1998	1985	7	38	0	78	sg	me	1										
29	1	782	1998	1998	1985	15	NA	0	NA	sg	rip	1										
29	1	787	1998	1998	1985	6	53	0	184	sg	la	1										
29	1	789	1998	1998	1985	2	8	0	0	sg	ve	1										
29	1	790	1998	1998	1985	3	36	0	62	sg	me	1										
29	1	791	1998	1998	1985	15	57	0	186	sg	la	1										
29	1	792	1998	1998	1985	4	NA	0	NA	sg	rip	1										
29	1	793	1998	1998	1985	6	NA	0	NA	sg	rip	1										
29	1	794	1998	1998	1985	17	50	0	75	ve	me	1										
29	1	795	1998	1998	1985	55	NA	519	NA	la	rip	5										
29	1	796	1998	1998	1985	3	48	0	270	sg	me	1										
29	1	797	1998	1998	1985	42	61	123	780	me	la	4										
29	1	798	1998	1998	1985	10	NA	0	NA	sg	rip	1										
29	1	799	1998	1998	1985	5	46	0	198	sg	me	1										
29	1	1221	1998	1998	1985	14	59	0	217	sg	la	1										
29	1	1222	1998	1998	1985	15	42	0	145	sg	me	1										
29	1	1223	1998	1998	1985	8	50	0	238	sg	me	1										
29	1	1224	1998	1998	1985	16	37	0	90	ve	me	1										
29	1	1225	1998	1998	1985	10	32	0	172	sg	sm	1										
29	1	1226	1998	1998	1985	10	36	0	77	sg	me	1										
29	1	1227	1998	1998	1985	6	33	0	69	sg	sm	1										
32	1	800	1998	1998	1997	6	43	0	46	sg	me	1										
32	1	801	1998	1998	1997	2	15	0	0	sg	ve	1										
32	1	802	1998	1998	1997	3	32	0	19	sg	sm	1										
32	1	804	1998	1998	1997	2	26	0	10	sg	sm	1										
32	1	805	1998	1998	1997	2	26	0	0	sg	ve	1										
32	1	806	1998	1998	1997	4	13	0	0	sg	ve	1										
32	1	807	1998	1998	1997	3	15	0	0	sg	ve	1										
32	1	808	1998	1998	1997	5	38	0	36	sg	me	1										
32	1	809	1998	1998	1997	3	28	0	9	sg	sm	1										
32	1	810	1998	1998	1997	3	24	0	0	sg	ve	1										
32	1	811	1998	1998	1997	2	NA	0	NA	sg	rip	1										
32	1	812	1998	1998	1997	1	14	0	0	sg	ve	1										
32	1	813	1998	1998	1997	3	30	0	15	sg	sm	1										
32	1	814	1998	1998	1997	4	19	0	0	sg	ve	1										
32	1	815	1998	1998	1997	3	35	0	27	sg	me	1										
32	1	816	1998	1998	1997	1	19	0	4	sg	sm	1										
32	1	817	1998	1998	1997	3	39	0	43	sg	me	1										
32	1	818	1998	1998	1997	4	49	0	30	sg	me	1										
32	1	819	1998	1998	1997	1	32	0	20	sg	sm	1										
32	1	820	1998	1998	1997	3	32	0	31	sg	sm	1										
32	1	821	1998	1998	1997	4	43	0	44	sg	me	1										
32	1	822	1998	1998	1997	1	15	0	0	sg	ve	1										
32	1	823	1998	1998	1997	3	29	0	21	sg	sm	1										
32	1	824	1998	1998	1997	2	11	0	0	sg	ve	1										
32	1	825	1998	1998	1997	2	10	0	0	sg	ve	1										
32	1	826	1998	1998	1997	4	27	0	19	sg	sm	2										
32	1	827	1998	1998	1997	4	34	0	26	sg	me	1										
32	1	829	1998	1998	1997	3	23	0	0	sg	ve	1										
32	1	830	1998	1998	1997	2	15	0	8	sg	sm	1										
32	1	831	1998	1998	1997	2	10	0	0	sg	ve	1										
32	1	832	1998	1998	1997	1	9	0	0	sg	ve	1										
32	1	833	1998	1998	1997	3	15	0	0	sg	ve	1										
32	1	834	1998	1998	1997	3	30	0	19	sg	sm	1										
32	1	835	1998	1998	1997	1	29	0	15	sg	sm	1										
32	1	857	1998	1998	1997	5	42	0	48	sg	me	1										
32	1	875	1998	1998	1997	1	14	0	0	sg	ve	1										
32	1	887	1998	1998	1997	2	14	0	0	sg	ve	1										
32	1	890	1998	1998	1997	4	43	0	50	sg	me	1										
32	1	891	1998	1998	1997	3	NA	0	NA	sg	rip	1										
32	1	892	1998	1998	1997	3	23	0	2	sg	sm	1										
32	1	896	1998	1998	1997	1	NA	0	NA	sg	rip	1										
32	1	897	1998	1998	1997	2	32	0	8	sg	sm	1										
32	1	899	1998	1998	1997	1	4	0	0	sg	ve	1										
32	1	2816	1998	1998	1997	2	11	0	0	sg	ve	1										
42	1	25	1998	1995	1993	22	26	48	33	sm	sm	4										
42	1	26	1998	1995	1993	12	4	2	0	sm	ve	2										
42	1	27	1998	1995	1993	32	29	135	97	sm	sm	5										
42	1	101	1998	1994	1993	34	43	66	92	me	me	2										
42	1	104	1998	1994	1993	33	53	59	92	sm	la	4										
42	1	105	1998	1994	1993	28	24	5	1	sm	sm	2										
42	1	106	1998	1994	1993	38	10	9	0	me	ve	5										
42	1	107	1998	1994	1993	24	17	4	27	sm	sm	6										
42	1	108	1998	1995	1993	27	25	0	0	ve	ve	2										
42	1	111	1998	1994	1993	20	18	27	16	sm	sm	2										
42	1	112	1998	1994	1993	20	28	27	2	sm	sm	2										
42	1	113	1998	1994	1993	28	30	79	38	sm	sm	2										
42	1	118	1998	1994	1993	20	NA	16	NA	sm	rip	2										
42	1	120	1998	1994	1993	26	30	126	73	sm	sm	4										
42	1	121	1998	1994	1993	24	20	23	8	sm	sm	1										
42	1	122	1998	1994	1993	25	27	27	24	sm	sm	2										
42	1	123	1998	1998	1993	26	NA	11	NA	sm	rip	3										
42	1	125	1998	1994	1993	31	37	62	55	sm	me	2										
42	1	126	1998	1994	1993	22	21	58	8	sm	sm	4										
42	1	127	1998	1994	1993	21	25	20	16	sm	sm	2										
42	1	128	1998	1994	1993	35	40	91	38	me	me	4										
42	1	129	1998	1994	1993	42	41	548	279	me	me	4										
42	1	130	1998	1994	1993	31	12	78	0	sm	ve	2										
42	1	131	1998	1994	1993	30	NA	40	NA	sm	rip	2										
42	1	133	1998	1994	1993	24	41	29	46	sm	me	2										
42	1	138	1998	1994	1993	45	16	256	12	me	sm	6										
42	1	139	1998	1994	1993	33	22	95	18	sm	sm	3										
42	1	141	1998	1994	1993	34	33	133	73	me	sm	4										
42	1	142	1998	1994	1993	41	36	109	137	me	me	2										
42	1	143	1998	1994	1993	38	36	372	142	me	me	5										
42	1	146	1998	1994	1993	28	18	20	5	sm	sm	3										
42	1	147	1998	1994	1993	27	NA	24	NA	sm	rip	1										
42	1	148	1998	1994	1993	28	NA	27	NA	sm	rip	2										
42	1	149	1998	1994	1993	37	38	83	18	me	me	3										
42	1	150	1998	1994	1993	27	17	21	2	sm	sm	1										
42	1	151	1998	1994	1993	25	29	22	21	sm	sm	3										
42	1	152	1998	1994	1993	31	29	28	16	sm	sm	5										
42	1	153	1998	1994	1993	27	19	18	16	sm	sm	2										
42	1	154	1998	1994	1993	56	45	83	152	la	me	5										
42	1	155	1998	1994	1993	26	44	99	385	sm	me	5										
42	1	157	1998	1994	1993	34	33	92	30	me	sm	2										
42	1	158	1998	1994	1993	39	48	67	48	me	me	3										
42	1	181	1998	1998	1993	5	18	0	11	sg	sm	2										
42	1	678	1998	1995	1993	23	NA	7	NA	sm	rip	1										
42	1	679	1998	1995	1993	22	19	31	10	sm	sm	4										
42	1	680	1998	1995	1993	19	7	16	0	sm	ve	2										
42	1	681	1998	1995	1993	20	34	0	39	ve	me	5										
42	1	682	1998	1995	1993	15	NA	7	NA	sm	rip	2										
42	1	684	1998	1995	1993	28	33	59	66	sm	sm	2										
42	1	685	1998	1995	1993	30	NA	19	NA	sm	rip	2										
42	1	708	1998	1997	1993	30	38	129	92	sm	me	4										
42	1	709	1998	1997	1993	20	NA	10	NA	sm	rip	1										
42	1	710	1998	1997	1993	46	43	535	84	me	me	5										
42	1	711	1998	1997	1993	34	32	62	42	me	sm	2										
42	1	713	1998	1997	1993	31	39	98	43	sm	me	3										
42	1	714	1998	1997	1993	31	NA	54	NA	sm	rip	2										
42	1	715	1998	1997	1993	31	33	84	9	sm	sm	2										
42	1	716	1998	1997	1993	30	33	110	76	sm	sm	6										
42	1	717	1998	1997	1993	21	20	15	4	sm	sm	3										
42	1	1717	1998	1998	1993	47	41	285	39	me	me	4										
42	1	1718	1998	1998	1993	18	32	23	45	sm	sm	4										
42	1	1719	1998	1998	1993	40	39	175	44	me	me	5										
42	1	1721	1998	1998	1993	14	8	0	0	sg	ve	2										
42	1	1722	1998	1998	1993	17	22	4	3	sm	sm	2										
42	1	1723	1998	1998	1993	47	NA	124	NA	me	rip	4										
42	1	1724	1998	1998	1993	33	6	68	0	sm	ve	2										
42	1	1725	1998	1998	1993	38	46	180	146	me	me	5										
42	1	1726	1998	1998	1993	20	28	27	12	sm	sm	3										
42	1	1727	1998	1998	1993	29	25	63	23	sm	sm	3										
42	1	1728	1998	1998	1993	18	22	4	31	sm	sm	2										
42	1	1729	1998	1998	1993	27	34	44	47	sm	me	4										
42	1	1730	1998	1998	1993	1	NA	0	NA	sg	rip	1										
42	1	1731	1998	1998	1993	25	NA	32	NA	sm	rip	2										
42	1	1732	1998	1998	1993	22	28	37	25	sm	sm	4										
42	1	1734	1998	1998	1993	31	NA	35	NA	sm	rip	2										
42	1	1735	1998	1998	1993	45	35	395	180	me	me	3										
42	1	5555	1998	1998	1993	34	29	78	42	me	sm	3										
42	2	28	1998	1995	1993	16	24	6	32	sm	sm	2										
42	2	31	1998	1995	1993	25	38	35	33	sm	me	3										
42	2	161	1998	1994	1993	24	37	52	124	sm	me	5										
42	2	162	1998	1994	1993	24	NA	19	NA	sm	rip	2										
42	2	163	1998	1994	1993	14	22	0	14	ve	sm	2										
42	2	164	1998	1994	1993	21	13	13	4	sm	sm	2										
42	2	165	1998	1994	1993	21	25	12	28	sm	sm	2										
42	2	166	1998	1994	1993	21	14	13	16	sm	sm	2										
42	2	168	1998	1994	1993	23	NA	42	NA	sm	rip	2										
42	2	169	1998	1994	1993	5	NA	0	NA	ve	rip	2										
42	2	170	1998	1994	1993	37	22	118	13	me	sm	3										
42	2	183	1998	1998	1993	5	31	0	40	sg	sm	2										
42	2	677	1998	1995	1993	19	NA	10	NA	sm	rip	2										
42	2	718	1998	1997	1993	14	NA	13	NA	sm	rip	2										
42	2	1733	1998	1998	1993	32	NA	49	NA	sm	rip	2										
42	2	1736	1998	1998	1993	29	35	57	37	sm	me	2										
42	2	1737	1998	1998	1993	41	8	122	0	me	ve	6										
42	2	1738	1998	1998	1993	18	22	4	5	sm	sm	2										
42	2	1739	1998	1998	1993	52	NA	309	NA	la	rip	3										
42	2	1740	1998	1998	1993	22	21	27	13	sm	sm	5										
42	3	91	1998	1994	1993	31	NA	83	NA	sm	rip	5										
42	3	92	1998	1994	1993	35	NA	277	NA	me	rip	3										
42	3	93	1998	1994	1993	39	NA	224	NA	me	rip	4										
42	3	94	1998	1994	1993	27	NA	47	NA	sm	rip	2										
42	3	99	1998	1994	1993	29	NA	23	NA	sm	rip	2										
42	3	686	1998	1995	1993	9	33	0	12	ve	sm	1										
42	3	687	1998	1995	1993	22	27	20	35	sm	sm	2										
42	3	1741	1998	1998	1993	5	20	0	1	sg	sm	2										
42	3	1742	1998	1998	1993	18	8	0	0	ve	ve	1										
42	3	1743	1998	1998	1993	7	18	0	5	sg	sm	2										
42	3	1744	1998	1998	1993	1	NA	0	NA	sg	rip	1										
42	3	1745	1998	1998	1993	16	19	4	2	sg	sm	1										
42	3	1746	1998	1998	1993	3	16	0	10	sg	sm	1										
50	1	189	1998	1995	1993	24	43	30	124	sm	me	3										
50	1	358	1998	1997	1993	27	19	47	6	sm	sm	3										
50	1	1501	1998	1998	1993	26	37	38	95	sm	me	2										
50	1	1502	1998	1998	1993	6	40	0	83	sg	me	1										
50	1	1503	1998	1998	1993	43	NA	70	NA	me	rip	2										
50	1	1504	1998	1998	1993	36	NA	20	NA	me	rip	2										
50	1	1505	1998	1998	1993	34	NA	52	NA	me	rip	2										
50	1	1506	1998	1998	1993	18	NA	0	NA	ve	rip	1										
50	1	1507	1998	1998	1993	34	NA	5	NA	me	rip	2										
50	1	1508	1998	1998	1993	28	NA	16	NA	sm	rip	1										
50	1	1509	1998	1998	1993	29	NA	6	NA	sm	rip	1										
50	1	1510	1998	1998	1993	3	26	0	8	sg	sm	1										
50	1	1511	1998	1998	1993	25	6	9	0	sm	ve	2										
50	1	1512	1998	1998	1993	20	40	0	107	ve	me	2										
50	1	1513	1998	1998	1993	24	50	11	229	sm	me	2										
50	1	1514	1998	1998	1993	28	47	32	225	sm	me	2										
50	1	1515	1998	1998	1993	5	20	0	1	sg	sm	1										
50	1	1516	1998	1998	1993	37	32	74	108	me	sm	2										
50	1	1517	1998	1998	1993	41	41	99	229	me	me	4										
50	1	1518	1998	1998	1993	31	48	17	88	sm	me	2										
50	1	1519	1998	1998	1993	40	40	74	126	me	me	3										
50	1	1520	1998	1998	1993	34	26	63	40	me	sm	3										
50	1	1521	1998	1998	1993	26	28	34	34	sm	sm	2										
50	1	1522	1998	1998	1993	34	28	61	11	me	sm	3										
50	1	1523	1998	1998	1993	5	18	0	0	sg	ve	1										
50	1	1524	1998	1998	1993	2	NA	0	NA	sg	rip	1										
50	1	1524	1998	1998	1993	22	32	22	37	sm	sm	2										
50	1	1525	1998	1998	1993	6	38	0	74	sg	me	1										
50	1	1526	1998	1998	1993	25	32	28	101	sm	sm	4										
50	1	1527	1998	1998	1993	5	21	0	8	sg	sm	1										
50	1	1528	1998	1998	1993	6	41	0	91	sg	me	1										
50	1	1529	1998	1998	1993	7	NA	0	NA	sg	rip	1										
50	1	1530	1998	1998	1993	3	19	0	2	sg	sm	1										
50	1	1531	1998	1998	1993	2	21	0	3	sg	sm	1										
50	1	1532	1998	1998	1993	6	27	0	33	sg	sm	1										
50	1	1533	1998	1998	1993	3	27	0	13	sg	sm	1										
50	1	1534	1998	1998	1993	48	44	39	16	me	me	3										
50	1	1535	1998	1998	1993	2	NA	0	NA	sg	rip	1										
50	1	1536	1998	1998	1993	1	2	0	0	sg	ve	1										
50	2	375	1998	1997	1993	44	NA	146	NA	me	rip	2										
50	2	376	1998	1997	1993	40	37	87	88	me	me	2										
50	2	377	1998	1997	1993	45	32	174	0	me	ve	2										
50	2	378	1998	1997	1993	41	NA	89	NA	me	rip	2										
50	2	379	1998	1997	1993	43	61	221	334	me	la	3										
50	2	380	1998	1997	1993	38	54	190	325	me	la	2										
50	2	381	1998	1997	1993	31	46	71	71	sm	me	2										
50	2	382	1998	1997	1993	22	NA	0	NA	ve	rip	3										
50	2	385	1998	1997	1993	12	NA	0	NA	ve	rip	6										
50	2	386	1998	1997	1993	31	41	222	78	sm	me	3										
50	2	387	1998	1997	1993	37	35	147	201	me	me	2										
50	2	391	1998	1997	1993	51	NA	545	NA	la	rip	5										
50	2	392	1998	1997	1993	32	39	228	239	sm	me	7										
50	2	393	1998	1997	1993	39	41	205	134	me	me	3										
50	2	394	1998	1997	1993	28	32	36	172	sm	sm	3										
50	2	395	1998	1997	1993	29	30	67	68	sm	sm	3										
50	2	396	1998	1997	1993	32	33	69	38	sm	sm	3										
50	2	397	1998	1997	1993	36	28	120	23	me	sm	2										
50	2	398	1998	1997	1993	28	37	59	253	sm	me	3										
50	2	399	1998	1997	1993	38	NA	75	NA	me	rip	5										
50	2	400	1998	1997	1993	42	NA	242	NA	me	rip	4										
50	2	523	1998	1994	1993	24	NA	2	NA	sm	rip	4										
50	2	531	1998	1994	1993	39	NA	98	NA	me	rip	9										
50	2	532	1998	1994	1993	36	NA	13	NA	me	rip	5										
50	2	533	1998	1995	1993	33	NA	82	NA	sm	rip	3										
50	2	534	1998	1994	1993	33	29	67	106	sm	sm	2										
50	2	538	1998	1994	1993	14	NA	4	NA	sm	rip	3										
50	2	540	1998	1995	1993	46	37	212	163	me	me	3										
50	2	542	1998	1994	1993	48	NA	37	NA	me	rip	1										
50	2	547	1998	1994	1993	34	36	36	50	me	me	3										
50	2	548	1998	1994	1993	46	49	103	207	me	me	3										
50	2	552	1998	1994	1993	20	25	19	12	sm	sm	3										
50	2	553	1998	1994	1993	37	43	92	256	me	me	2										
50	2	554	1998	1995	1993	51	NA	578	NA	la	rip	5										
50	2	557	1998	1994	1993	38	NA	125	NA	me	rip	3										
50	2	566	1998	1994	1993	45	NA	256	NA	me	rip	5										
50	2	567	1998	1994	1993	45	NA	470	NA	me	rip	6										
50	2	887	1998	1997	1993	24	32	87	249	sm	sm	3										
50	2	889	1998	1997	1993	47	25	403	0	me	ve	6										
50	2	890	1998	1997	1993	43	40	203	250	me	me	4										
50	2	891	1998	1997	1993	35	42	145	418	me	me	3										
50	2	892	1998	1997	1993	52	44	225	251	la	me	1										
50	2	893	1998	1997	1993	46	NA	158	NA	me	rip	2										
50	2	899	1998	1997	1993	45	NA	399	NA	me	rip	4										
50	2	900	1998	1997	1993	48	NA	556	NA	me	rip	7										
50	2	1564	1998	1998	1993	16	32	0	48	ve	sm	2										
50	2	1565	1998	1998	1993	29	38	60	177	sm	me	2										
50	2	1566	1998	1998	1993	30	27	86	61	sm	sm	3										
50	2	1567	1998	1998	1993	1	3	0	0	sg	ve	1										
50	2	1568	1998	1998	1993	1	NA	0	NA	sg	rip	1										
50	2	1569	1998	1998	1993	1	NA	0	NA	sg	rip	1										
50	2	1570	1998	1998	1993	2	7	0	0	sg	ve	1										
50	2	1571	1998	1998	1993	2	10	0	0	sg	ve	1										
50	2	1572	1998	1998	1993	1	3	0	0	sg	ve	1										
50	2	1573	1998	1998	1993	2	4	0	0	sg	ve	1										
50	2	1574	1998	1998	1993	2	22	0	0	sg	ve	1										
50	2	1575	1998	1998	1993	2	18	0	0	sg	ve	1										
50	2	1576	1998	1998	1993	2	6	0	0	sg	ve	1										
50	2	1577	1998	1998	1993	1	7	0	0	sg	ve	1										
50	2	1578	1998	1998	1993	1	8	0	0	sg	ve	1										
50	2	1579	1998	1998	1993	2	12	0	0	sg	ve	1										
50	2	1580	1998	1998	1993	1	2	0	0	sg	ve	1										
50	2	1581	1998	1998	1993	1	3	0	0	sg	ve	1										
50	2	1582	1998	1998	1993	1	7	0	0	sg	ve	1										
50	2	1583	1998	1998	1993	1	NA	0	NA	sg	rip	1										
50	2	1584	1998	1998	1993	1	NA	0	NA	sg	rip	1										
50	2	1585	1998	1998	1993	1	NA	0	NA	sg	rip	1										
50	2	1587	1998	1998	1993	1	NA	0	NA	sg	rip	1										
50	3	1539	1998	1998	1993	8	34	0	18	sg	me	2										
50	3	1540	1998	1998	1993	2	24	0	9	sg	sm	1										
50	3	1541	1998	1998	1993	1	19	0	2	sg	sm	1										
50	3	1542	1998	1998	1993	4	38	0	77	sg	me	1										
50	3	1543	1998	1998	1993	2	19	0	6	sg	sm	1										
50	3	1544	1998	1998	1993	2	29	0	21	sg	sm	1										
50	3	1545	1998	1998	1993	3	NA	0	NA	sg	rip	1										
50	3	1546	1998	1998	1993	5	33	0	86	sg	sm	1										
50	3	1547	1998	1998	1993	6	24	0	29	sg	sm	1										
50	3	1548	1998	1998	1993	2	NA	0	NA	sg	rip	1										
50	3	1549	1998	1998	1993	6	33	0	184	sg	sm	1										
50	3	1550	1998	1998	1993	2	38	0	33	sg	me	1										
50	3	1551	1998	1998	1993	5	46	0	440	sg	me	1										
50	3	1552	1998	1998	1993	15	23	0	18	sg	sm	1										
50	3	1553	1998	1998	1993	3	33	0	18	sg	sm	1										
50	3	1554	1998	1998	1993	1	15	0	6	sg	sm	1										
50	3	1555	1998	1998	1993	2	29	0	232	sg	sm	1										
50	3	1556	1998	1998	1993	4	33	0	25	sg	sm	1										
50	3	1557	1998	1998	1993	3	23	0	4	sg	sm	1										
50	3	1558	1998	1998	1993	2	18	0	1	sg	sm	1										
50	3	1559	1998	1998	1993	7	21	0	32	sg	sm	1										
50	3	1560	1998	1998	1993	5	44	0	425	sg	me	1										
50	3	1561	1998	1998	1993	3	25	0	44	sg	sm	1										
50	3	1562	1998	1998	1993	46	34	819	25	me	me	7										
50	3	1563	1998	1998	1993	45	NA	149	NA	me	rip	1										
57	1	407	1998	1994	1993	50	NA	18	NA	me	rip	12										
57	1	411	1998	1994	1993	39	NA	24	NA	me	rip	6										
57	1	719	1998	1997	1993	46	NA	137	NA	me	rip	9										
57	1	721	1998	1997	1993	35	NA	65	NA	me	rip	21										
57	1	724	1998	1997	1993	59	NA	413	NA	la	rip	7										
57	1	725	1998	1997	1993	34	NA	268	NA	me	rip	6										
57	1	726	1998	1997	1993	55	NA	665	NA	la	rip	6										
57	1	727	1998	1997	1993	36	NA	84	NA	me	rip	7										
57	1	729	1998	1997	1993	31	NA	70	NA	sm	rip	4										
57	1	730	1998	1997	1993	40	NA	199	NA	me	rip	5										
57	1	731	1998	1997	1993	49	NA	2057	NA	me	rip	21										
57	1	1589	1998	1998	1993	51	NA	231	NA	la	rip	7										
57	1	1590	1998	1998	1993	4	11	0	0	sg	ve	1										
57	1	1591	1998	1998	1993	34	NA	86	NA	me	rip	4										
57	1	1592	1998	1998	1993	37	30	86	8	me	sm	3										
57	1	1593	1998	1998	1993	61	NA	1206	NA	la	rip	5										
57	1	1594	1998	1998	1993	37	NA	205	NA	me	rip	7										
57	1	1595	1998	1998	1993	50	NA	345	NA	me	rip	5										
57	1	1596	1998	1998	1993	34	NA	82	NA	me	rip	20										
57	1	1597	1998	1998	1993	29	NA	93	NA	sm	rip	4										
57	1	1598	1998	1998	1993	40	NA	751	NA	me	rip	14										
