bald	gap	tag	year	initial	fire_year	ht_init	ht_final	rp_init	rp_final	stage	fate	st_init										
29	1	503	2001	2001	1985	5	9	0	0	sg	ve	NA										
29	1	504	2001	2001	1985	35	NA	43	NA	me	rip	NA										
29	1	505	2001	2001	1985	42	45	117	236	me	me	NA										
29	1	506	2001	2001	1985	50	55	158	161	me	la	NA										
29	1	507	2001	2001	1985	35	46	29	108	me	me	NA										
29	1	508	2001	2001	1985	37	34	48	63	me	me	NA										
29	1	509	2001	2001	1985	42	38	106	84	me	me	NA										
29	1	510	2001	2001	1985	30	29	54	36	sm	sm	NA										
29	1	511	2001	2001	1985	9	NA	0	NA	ve	rip	NA										
29	1	512	2001	2001	1985	15	NA	0	NA	ve	rip	NA										
29	1	513	2001	2001	1985	9	34	0	59	ve	me	NA										
29	1	514	2001	2001	1985	58	59	563	337	la	la	NA										
29	1	515	2001	2001	1985	57	NA	522	NA	la	rip	NA										
29	1	516	2001	2001	1985	28	22	16	18	sm	sm	NA										
29	1	517	2001	2001	1985	13	9	0	0	sg	ve	NA										
29	1	518	2001	2001	1985	14	9	5	0	sm	ve	NA										
29	1	519	2001	2001	1985	3	5	0	0	sg	ve	NA										
29	1	520	2001	2001	1985	28	50	126	522	sm	me	NA										
29	1	521	2001	2001	1985	37	36	99	71	me	me	NA										
29	1	522	2001	2001	1985	38	46	138	154	me	me	NA										
29	1	523	2001	2001	1985	31	37	87	77	sm	me	NA										
29	1	524	2001	2001	1985	34	43	59	54	me	me	NA										
29	1	525	2001	2001	1985	46	NA	119	NA	me	rip	NA										
29	1	700	2001	1998	1985	42	51	362	213	me	la	NA										
29	1	710	2001	1998	1985	41	37	262	77	me	me	NA										
29	1	727	2001	1998	1985	34	NA	208	NA	me	rip	NA										
29	1	728	2001	1998	1985	15	NA	4	NA	sm	rip	NA										
29	1	777	2001	1998	1985	32	17	44	0	sm	ve	NA										
29	1	5236	2001	2000	1985	42	NA	106	NA	me	rip	NA										
29	1	5287	2001	2001	1985	38	NA	68	NA	me	rip	NA										
29	1	5288	2001	2001	1985	27	NA	18	NA	sm	rip	NA										
29	1	5428	2001	2000	1985	41	NA	124	NA	me	rip	NA										
29	1	5432	2001	2000	1985	37	NA	58	NA	me	rip	NA										
29	1	5501	2001	2001	1985	44	NA	108	NA	me	rip	NA										
29	1	5555	2001	1999	1985	43	NA	193	NA	me	rip	NA										
32	1	32	2001	1999	1997	15	8	0	0	ve	ve	NA										
32	1	33	2001	1999	1997	15	10	0	0	ve	ve	NA										
32	1	34	2001	1999	1997	18	13	0	0	ve	ve	NA										
32	1	35	2001	1999	1997	31	27	33	29	sm	sm	NA										
32	1	36	2001	1999	1997	5	15	0	0	ve	ve	NA										
32	1	37	2001	1999	1997	33	33	11	54	sm	sm	NA										
32	1	38	2001	1999	1997	46	32	32	49	me	sm	NA										
32	1	39	2001	1999	1997	49	34	238	59	me	me	NA										
32	1	40	2001	1999	1997	41	42	27	116	me	me	NA										
32	1	41	2001	1999	1997	48	34	99	59	me	me	NA										
32	1	43	2001	1999	1997	34	21	15	0	me	ve	NA										
32	1	47	2001	1999	1997	8	36	0	71	ve	me	NA										
32	1	51	2001	1999	1997	24	53	5	240	sm	la	NA										
32	1	52	2001	1999	1997	25	40	5	99	sm	me	NA										
32	1	202	2001	2000	1997	7	24	0	0	ve	ve	NA										
32	1	206	2001	2000	1997	27	33	21	54	sm	sm	NA										
32	1	209	2001	2000	1997	36	44	41	134	me	me	NA										
32	1	210	2001	2000	1997	40	49	35	188	me	me	NA										
32	1	211	2001	2000	1997	41	35	61	65	me	me	NA										
32	1	212	2001	2000	1997	42	44	65	134	me	me	NA										
32	1	213	2001	2000	1997	50	37	92	77	me	me	NA										
32	1	214	2001	2000	1997	54	50	286	443	la	me	NA										
32	1	215	2001	2000	1997	17	36	0	71	ve	me	NA										
32	1	216	2001	2000	1997	48	44	65	134	me	me	NA										
32	1	219	2001	2001	1997	41	51	0	136	ve	la	NA										
32	1	220	2001	2001	1997	41	40	30	99	me	me	NA										
32	1	221	2001	2001	1997	30	27	0	29	ve	sm	NA										
32	1	222	2001	2001	1997	26	22	0	0	ve	ve	NA										
32	1	223	2001	2001	1997	13	5	0	0	ve	ve	NA										
32	1	224	2001	2001	1997	27	25	0	23	ve	sm	NA										
32	1	225	2001	2001	1997	15	25	0	23	ve	sm	NA										
32	1	226	2001	2001	1997	21	36	0	71	ve	me	NA										
32	1	227	2001	2001	1997	50	NA	44	NA	me	rip	NA										
32	1	228	2001	2001	1997	43	51	45	89	me	la	NA										
32	1	229	2001	2001	1997	36	34	32	59	me	me	NA										
32	1	230	2001	2001	1997	33	27	26	29	sm	sm	NA										
32	1	231	2001	2001	1997	30	NA	11	NA	sm	rip	NA										
32	1	232	2001	2001	1997	22	22	19	11	sm	sm	NA										
32	1	233	2001	2001	1997	29	26	24	22	sm	sm	NA										
32	1	234	2001	2001	1997	19	22	0	15	ve	sm	NA										
32	1	235	2001	2001	1997	21	17	0	3	ve	sm	NA										
32	1	236	2001	2001	1997	30	25	41	23	sm	sm	NA										
32	1	237	2001	2001	1997	31	17	9	0	sm	ve	NA										
32	1	238	2001	2001	1997	17	28	2	32	sm	sm	NA										
32	1	239	2001	2001	1997	20	23	12	17	sm	sm	NA										
32	1	240	2001	2001	1997	46	42	146	254	me	me	NA										
32	1	241	2001	2001	1997	14	35	0	51	ve	me	NA										
32	1	242	2001	2001	1997	38	43	54	121	me	me	NA										
32	1	243	2001	2001	1997	42	36	59	113	me	me	NA										
32	1	244	2001	2001	1997	46	47	231	226	me	me	NA										
32	1	245	2001	2001	1997	39	21	65	13	me	sm	NA										
32	1	246	2001	2001	1997	34	36	44	71	me	me	NA										
32	1	247	2001	2001	1997	36	42	10	116	me	me	NA										
32	1	248	2001	2001	1997	43	33	102	54	me	sm	NA										
32	1	249	2001	2001	1997	30	NA	0	NA	ve	rip	NA										
32	1	250	2001	2001	1997	30	28	0	32	ve	sm	NA										
32	1	251	2001	2001	1997	34	30	22	40	me	sm	NA										
32	1	252	2001	2001	1997	22	36	0	71	ve	me	NA										
32	1	253	2001	2001	1997	41	NA	2	NA	me	rip	NA										
32	1	254	2001	2001	1997	41	NA	68	NA	me	rip	NA										
32	1	800	2001	1998	1997	18	40	0	99	ve	me	NA										
32	1	801	2001	1998	1997	15	26	0	0	ve	ve	NA										
32	1	802	2001	1998	1997	47	46	128	154	me	me	NA										
32	1	805	2001	1998	1997	41	42	45	159	me	me	NA										
32	1	806	2001	1998	1997	13	34	0	59	ve	me	NA										
32	1	807	2001	1998	1997	16	7	0	0	ve	ve	NA										
32	1	809	2001	1998	1997	27	25	0	23	ve	sm	NA										
32	1	810	2001	1998	1997	24	40	5	99	sm	me	NA										
32	1	812	2001	1998	1997	26	37	7	49	sm	me	NA										
32	1	814	2001	1998	1997	46	25	91	23	me	sm	NA										
32	1	815	2001	1998	1997	32	20	6	11	sm	sm	NA										
32	1	816	2001	1998	1997	8	11	0	0	ve	ve	NA										
32	1	817	2001	1998	1997	40	40	117	99	me	me	NA										
32	1	818	2001	1998	1997	32	47	28	58	sm	me	NA										
32	1	819	2001	1998	1997	48	52	152	339	me	la	NA										
32	1	822	2001	1998	1997	33	25	24	23	sm	sm	NA										
32	1	823	2001	1998	1997	36	30	21	40	me	sm	NA										
32	1	824	2001	1998	1997	22	22	0	15	ve	sm	NA										
32	1	826	2001	1998	1997	25	31	6	28	sm	sm	NA										
32	1	827	2001	1998	1997	7	18	0	0	ve	ve	NA										
32	1	829	2001	1998	1997	37	47	19	165	me	me	NA										
32	1	830	2001	1998	1997	24	17	2	0	sm	ve	NA										
32	1	831	2001	1998	1997	45	44	106	134	me	me	NA										
32	1	832	2001	1998	1997	50	45	79	144	me	me	NA										
32	1	833	2001	1998	1997	43	44	52	134	me	me	NA										
32	1	834	2001	1998	1997	13	25	0	23	ve	sm	NA										
32	1	857	2001	1998	1997	8	21	0	13	ve	sm	NA										
32	1	875	2001	1998	1997	36	23	13	17	me	sm	NA										
32	1	887	2001	1998	1997	43	46	42	154	me	me	NA										
32	1	892	2001	1998	1997	39	45	65	144	me	me	NA										
32	1	899	2001	1998	1997	13	29	0	36	ve	sm	NA										
32	1	1404	2001	1999	1997	24	33	0	54	ve	sm	NA										
32	1	1410	2001	1999	1997	41	56	11	107	me	la	NA										
32	1	1411	2001	1999	1997	39	48	44	176	me	me	NA										
32	1	1412	2001	1999	1997	23	45	0	144	ve	me	NA										
32	1	1413	2001	1999	1997	42	31	36	44	me	sm	NA										
32	1	1415	2001	1999	1997	37	NA	34	NA	me	rip	NA										
32	1	1416	2001	1999	1997	23	24	0	20	ve	sm	NA										
32	1	1417	2001	1999	1997	11	19	0	0	ve	ve	NA										
32	1	1418	2001	1999	1997	34	36	15	71	me	me	NA										
32	1	1419	2001	1999	1997	12	11	0	0	ve	ve	NA										
32	1	1420	2001	1999	1997	43	45	95	144	me	me	NA										
32	1	1421	2001	1999	1997	20	28	5	9	sm	sm	NA										
32	1	1422	2001	1999	1997	29	26	1	26	sm	sm	NA										
32	1	1423	2001	1999	1997	23	36	1	86	sm	me	NA										
32	1	1424	2001	1999	1997	13	10	0	0	ve	ve	NA										
32	1	1425	2001	1999	1997	36	44	22	134	me	me	NA										
32	1	1430	2001	1999	1997	30	13	3	0	sm	ve	NA										
32	1	1431	2001	1999	1997	13	9	0	0	ve	ve	NA										
32	1	1432	2001	1999	1997	15	13	0	0	ve	ve	NA										
32	1	1433	2001	1999	1997	14	10	0	0	ve	ve	NA										
32	1	1434	2001	1999	1997	18	15	0	0	ve	ve	NA										
32	1	1435	2001	1999	1997	21	14	0	0	ve	ve	NA										
32	1	1436	2001	1999	1997	33	41	24	107	sm	me	NA										
32	1	1438	2001	1999	1997	17	43	0	124	ve	me	NA										
32	1	1439	2001	1999	1997	52	50	337	200	la	me	NA										
42	1	25	2001	1995	1993	28	22	26	15	sm	sm	NA										
42	1	27	2001	1995	1993	32	41	67	107	sm	me	NA										
42	1	101	2001	1994	1993	19	NA	4	NA	sm	rip	NA										
42	1	113	2001	1994	1993	21	19	4	9	sm	sm	NA										
42	1	126	2001	1994	1993	11	19	1	9	sm	sm	NA										
42	1	130	2001	1994	1993	30	26	34	26	sm	sm	NA										
42	1	136	2001	1994	1993	13	12	0	2	ve	sm	NA										
42	1	142	2001	1994	1993	24	NA	36	NA	sm	rip	NA										
42	1	149	2001	1994	1993	26	19	31	9	sm	sm	NA										
42	1	152	2001	1994	1993	30	35	21	65	sm	me	NA										
42	1	157	2001	1994	1993	38	27	51	29	me	sm	NA										
42	1	181	2001	1998	1993	13	30	1	40	sm	sm	NA										
42	1	227	2001	2000	1993	29	29	46	36	sm	sm	NA										
42	1	229	2001	2000	1993	31	24	20	20	sm	sm	NA										
42	1	235	2001	2000	1993	24	19	12	9	sm	sm	NA										
42	1	262	2001	2000	1993	27	23	14	17	sm	sm	NA										
42	1	263	2001	2000	1993	27	26	28	34	sm	sm	NA										
42	1	264	2001	2000	1993	23	52	12	112	sm	la	NA										
42	1	267	2001	2000	1993	23	15	21	5	sm	sm	NA										
42	1	293	2001	2001	1993	2	2	0	0	sg	ve	NA										
42	1	294	2001	2001	1993	4	15	0	5	sg	sm	NA										
42	1	295	2001	2001	1993	12	17	2	7	sg	sm	NA										
42	1	296	2001	2001	1993	1	5	0	0	sg	ve	NA										
42	1	299	2001	2001	1993	25	47	35	165	sm	me	NA										
42	1	300	2001	2001	1993	24	18	33	8	sm	sm	NA										
42	1	473	2001	1999	1993	8	4	0	0	ve	ve	NA										
42	1	474	2001	1999	1993	12	24	0	20	ve	sm	NA										
42	1	475	2001	1999	1993	13	23	14	17	sm	sm	NA										
42	1	476	2001	1999	1993	27	28	45	32	sm	sm	NA										
42	1	477	2001	1999	1993	37	27	80	29	me	sm	NA										
42	1	478	2001	1999	1993	28	NA	56	NA	sm	rip	NA										
42	1	479	2001	1999	1993	47	44	125	134	me	me	NA										
42	1	480	2001	1999	1993	29	28	18	32	sm	sm	NA										
42	1	481	2001	1999	1993	29	24	46	20	sm	sm	NA										
42	1	482	2001	1999	1993	46	51	109	218	me	la	NA										
42	1	484	2001	1999	1993	19	26	6	26	sm	sm	NA										
42	1	486	2001	1999	1993	29	24	27	20	sm	sm	NA										
42	1	487	2001	1999	1993	15	23	12	46	sm	sm	NA										
42	1	684	2001	1995	1993	28	28	36	32	sm	sm	NA										
42	1	710	2001	1997	1993	31	31	33	44	sm	sm	NA										
42	1	717	2001	1997	1993	17	24	1	20	sm	sm	NA										
42	1	874	2001	1999	1993	18	NA	2	NA	sm	rip	NA										
42	1	876	2001	1999	1993	45	NA	90	NA	me	rip	NA										
42	1	877	2001	1999	1993	19	32	21	49	sm	sm	NA										
42	1	901	2001	2001	1993	28	39	93	91	sm	me	NA										
42	1	902	2001	2001	1993	36	47	246	433	me	me	NA										
42	1	909	2001	2001	1993	26	38	24	84	sm	me	NA										
42	1	910	2001	2001	1993	15	29	12	36	sm	sm	NA										
42	1	911	2001	2001	1993	30	8	27	0	sm	ve	NA										
42	1	912	2001	2001	1993	22	11	32	0	sm	ve	NA										
42	1	913	2001	2001	1993	23	38	38	162	sm	me	NA										
42	1	914	2001	2001	1993	29	40	46	99	sm	me	NA										
42	1	915	2001	2001	1993	18	NA	16	NA	sm	rip	NA										
42	1	916	2001	2001	1993	23	26	17	26	sm	sm	NA										
42	1	917	2001	2001	1993	28	34	62	59	sm	me	NA										
42	1	918	2001	2001	1993	10	16	0	6	ve	sm	NA										
42	1	920	2001	2001	1993	30	30	54	40	sm	sm	NA										
42	1	921	2001	2001	1993	31	40	68	99	sm	me	NA										
42	1	922	2001	2001	1993	43	49	147	311	me	me	NA										
42	1	923	2001	2001	1993	26	24	43	20	sm	sm	NA										
42	1	924	2001	2001	1993	27	NA	55	NA	sm	rip	NA										
42	1	925	2001	2001	1993	27	33	58	54	sm	sm	NA										
42	1	926	2001	2001	1993	36	46	133	154	me	me	NA										
42	1	927	2001	2001	1993	47	NA	92	NA	me	rip	NA										
42	1	929	2001	2001	1993	35	36	71	71	me	me	NA										
42	1	930	2001	2001	1993	27	30	25	40	sm	sm	NA										
42	1	931	2001	2001	1993	36	40	182	99	me	me	NA										
42	1	934	2001	2001	1993	51	37	146	77	la	me	NA										
42	1	935	2001	2001	1993	52	52	161	278	la	la	NA										
42	1	1461	2001	1999	1993	31	NA	106	NA	sm	rip	NA										
42	1	1463	2001	1999	1993	23	45	38	144	sm	me	NA										
42	1	1466	2001	1999	1993	18	29	35	36	sm	sm	NA										
42	1	1481	2001	1999	1993	31	32	63	49	sm	sm	NA										
42	1	1482	2001	1999	1993	23	18	23	8	sm	sm	NA										
42	1	1483	2001	1999	1993	30	23	47	17	sm	sm	NA										
42	1	1484	2001	1999	1993	28	18	19	8	sm	sm	NA										
42	1	1485	2001	1999	1993	15	NA	3	NA	sm	rip	NA										
42	1	1486	2001	1999	1993	19	NA	21	NA	sm	rip	NA										
42	1	1487	2001	1999	1993	18	38	6	84	sm	me	NA										
42	1	1499	2001	1999	1993	14	35	2	65	sm	me	NA										
42	1	1718	2001	1998	1993	43	32	218	49	me	sm	NA										
42	1	1722	2001	1998	1993	26	30	36	40	sm	sm	NA										
42	1	1725	2001	1998	1993	34	43	63	124	me	me	NA										
42	1	1726	2001	1998	1993	27	24	16	20	sm	sm	NA										
42	1	1727	2001	1998	1993	29	23	9	17	sm	sm	NA										
42	1	5555	2001	1999	1993	20	39	0	91	ve	me	NA										
42	1	5555	2001	1998	1993	26	38	63	84	sm	me	NA										
42	2	183	2001	1998	1993	24	42	34	116	sm	me	NA										
42	2	210	2001	2000	1993	4	NA	0	NA	ve	rip	NA										
42	2	219	2001	2000	1993	5	NA	0	NA	ve	rip	NA										
42	2	250	2001	2000	1993	43	42	265	116	me	me	NA										
42	2	284	2001	2001	1993	7	33	0	54	ve	sm	NA										
42	2	286	2001	2001	1993	38	41	165	107	me	me	NA										
42	2	287	2001	2001	1993	44	40	262	99	me	me	NA										
42	2	288	2001	2001	1993	33	31	147	145	sm	sm	NA										
42	2	289	2001	2001	1993	32	40	51	99	sm	me	NA										
42	2	290	2001	2001	1993	40	34	147	59	me	me	NA										
42	2	292	2001	2001	1993	31	43	39	124	sm	me	NA										
42	2	945	2001	2001	1993	31	37	85	77	sm	me	NA										
42	2	946	2001	2001	1993	27	24	18	20	sm	sm	NA										
42	2	947	2001	2001	1993	19	43	17	124	sm	me	NA										
42	2	948	2001	2001	1993	38	NA	280	NA	me	rip	NA										
42	2	949	2001	2001	1993	34	NA	183	NA	me	rip	NA										
42	2	950	2001	2001	1993	47	NA	359	NA	me	rip	NA										
42	2	951	2001	2001	1993	35	37	174	77	me	me	NA										
42	2	952	2001	2001	1993	32	46	11	60	sm	me	NA										
42	2	1738	2001	1998	1993	32	44	27	134	sm	me	NA										
42	2	1740	2001	1998	1993	5	30	0	40	ve	sm	NA										
42	3	236	2001	2000	1993	38	NA	125	NA	me	rip	NA										
42	3	237	2001	2000	1993	15	NA	14	NA	sm	rip	NA										
42	3	242	2001	2000	1993	25	NA	2	NA	sm	rip	NA										
42	3	243	2001	2000	1993	36	NA	105	NA	me	rip	NA										
42	3	269	2001	2001	1993	22	NA	18	NA	sm	rip	NA										
42	3	270	2001	2001	1993	35	42	154	116	me	me	NA										
42	3	271	2001	2001	1993	31	NA	138	NA	sm	rip	NA										
42	3	272	2001	2001	1993	31	17	76	7	sm	sm	NA										
42	3	275	2001	2001	1993	48	NA	99	NA	me	rip	NA										
42	3	276	2001	2001	1993	43	NA	210	NA	me	rip	NA										
42	3	278	2001	2001	1993	21	25	11	23	sm	sm	NA										
42	3	464	2001	1999	1993	36	37	231	77	me	me	NA										
42	3	936	2001	2001	1993	41	NA	136	NA	me	rip	NA										
42	3	937	2001	2001	1993	33	32	71	95	sm	sm	NA										
42	3	938	2001	2001	1993	33	34	62	47	sm	me	NA										
42	3	939	2001	2001	1993	47	NA	253	NA	me	rip	NA										
42	3	940	2001	2001	1993	36	NA	59	NA	me	rip	NA										
42	3	941	2001	2001	1993	32	30	63	40	sm	sm	NA										
42	3	942	2001	2001	1993	23	NA	18	NA	sm	rip	NA										
42	3	943	2001	2001	1993	22	22	41	15	sm	sm	NA										
42	3	944	2001	2001	1993	30	34	78	59	sm	me	NA										
42	3	1746	2001	1998	1993	33	31	52	44	sm	sm	NA										
50	1	47	2001	1999	1993	39	NA	22	NA	me	rip	NA										
50	1	49	2001	1999	1993	42	NA	36	NA	me	rip	NA										
50	1	56	2001	1999	1993	26	NA	28	NA	sm	rip	NA										
50	1	402	2001	2000	1993	39	NA	67	NA	me	rip	NA										
50	1	403	2001	2000	1993	32	NA	23	NA	sm	rip	NA										
50	1	405	2001	2000	1993	40	NA	126	NA	me	rip	NA										
50	1	406	2001	2000	1993	26	NA	7	NA	sm	rip	NA										
50	1	407	2001	2000	1993	44	NA	78	NA	me	rip	NA										
50	1	409	2001	2000	1993	35	NA	71	NA	me	rip	NA										
50	1	410	2001	2000	1993	37	NA	91	NA	me	rip	NA										
50	1	411	2001	2000	1993	26	NA	39	NA	sm	rip	NA										
50	1	412	2001	2000	1993	38	NA	54	NA	me	rip	NA										
50	1	438	2001	2001	1993	34	NA	118	NA	me	rip	NA										
50	1	439	2001	2001	1993	28	NA	2	NA	sm	rip	NA										
50	1	440	2001	2001	1993	9	NA	0	NA	ve	rip	NA										
50	1	601	2001	1999	1993	38	NA	56	NA	me	rip	NA										
50	1	603	2001	1999	1993	23	NA	1	NA	sm	rip	NA										
50	1	604	2001	1999	1993	19	NA	0	NA	ve	rip	NA										
50	1	605	2001	1999	1993	46	NA	33	NA	me	rip	NA										
50	1	606	2001	1999	1993	43	NA	97	NA	me	rip	NA										
50	1	608	2001	1999	1993	39	NA	150	NA	me	rip	NA										
50	1	609	2001	1999	1993	41	NA	88	NA	me	rip	NA										
50	1	611	2001	1999	1993	38	NA	54	NA	me	rip	NA										
50	1	1511	2001	1998	1993	54	NA	131	NA	la	rip	NA										
50	1	1512	2001	1998	1993	29	NA	15	NA	sm	rip	NA										
50	1	1515	2001	1998	1993	40	NA	59	NA	me	rip	NA										
50	1	1523	2001	1998	1993	27	NA	47	NA	sm	rip	NA										
50	1	1533	2001	1998	1993	25	NA	4	NA	sm	rip	NA										
50	1	1537	2001	1998	1993	23	NA	11	NA	sm	rip	NA										
50	1	1538	2001	1998	1993	23	NA	11	NA	sm	rip	NA										
50	2	70	2001	1999	1993	38	62	95	231	me	la	NA										
50	2	71	2001	1999	1993	6	NA	0	NA	ve	rip	NA										
50	2	72	2001	1999	1993	23	35	6	114	sm	me	NA										
50	2	73	2001	1999	1993	27	51	34	213	sm	la	NA										
50	2	74	2001	1999	1993	15	31	0	51	ve	sm	NA										
50	2	75	2001	1999	1993	39	55	129	647	me	la	NA										
50	2	77	2001	1999	1993	8	38	0	42	ve	me	NA										
50	2	414	2001	2000	1993	27	21	32	12	sm	sm	NA										
50	2	419	2001	2000	1993	42	NA	389	NA	me	rip	NA										
50	2	423	2001	2000	1993	35	42	105	116	me	me	NA										
50	2	424	2001	2000	1993	31	41	28	107	sm	me	NA										
50	2	425	2001	2000	1993	24	39	28	91	sm	me	NA										
50	2	426	2001	2000	1993	23	32	4	49	sm	sm	NA										
50	2	427	2001	2000	1993	39	38	173	84	me	me	NA										
50	2	428	2001	2000	1993	38	50	84	164	me	me	NA										
50	2	430	2001	2000	1993	25	47	59	165	sm	me	NA										
50	2	431	2001	2000	1993	18	37	24	205	sm	me	NA										
50	2	432	2001	2000	1993	25	37	13	77	sm	me	NA										
50	2	454	2001	2001	1993	34	55	25	422	me	la	NA										
50	2	459	2001	2001	1993	31	35	117	416	sm	me	NA										
50	2	460	2001	2001	1993	19	38	4	111	sm	me	NA										
50	2	463	2001	2001	1993	23	30	39	135	sm	sm	NA										
50	2	467	2001	2001	1993	29	38	22	180	sm	me	NA										
50	2	468	2001	2001	1993	12	44	0	134	ve	me	NA										
50	2	474	2001	2001	1993	31	42	51	116	sm	me	NA										
50	2	644	2001	1999	1993	5	42	0	116	ve	me	NA										
50	2	646	2001	1999	1993	19	42	2	116	sm	me	NA										
50	2	647	2001	1999	1993	12	43	0	124	ve	me	NA										
50	2	648	2001	1999	1993	32	46	14	154	sm	me	NA										
50	2	655	2001	1999	1993	7	14	0	0	ve	ve	NA										
50	2	659	2001	1999	1993	9	37	0	77	ve	me	NA										
50	2	1571	2001	1998	1993	18	51	17	256	sm	la	NA										
50	2	1572	2001	1998	1993	6	33	0	132	ve	sm	NA										
50	2	1576	2001	1998	1993	9	33	0	54	ve	sm	NA										
50	3	66	2001	1999	1993	42	44	83	134	me	me	NA										
50	3	433	2001	2000	1993	49	63	453	414	me	la	NA										
50	3	434	2001	2000	1993	29	48	65	176	sm	me	NA										
50	3	435	2001	2001	1993	44	NA	185	NA	me	rip	NA										
50	3	436	2001	2000	1993	40	48	183	176	me	me	NA										
50	3	437	2001	2000	1993	52	55	183	362	la	la	NA										
50	3	441	2001	2001	1993	45	45	193	144	me	me	NA										
50	3	442	2001	2001	1993	37	30	113	7	me	sm	NA										
50	3	443	2001	2001	1993	46	44	383	134	me	me	NA										
50	3	444	2001	2001	1993	46	NA	405	NA	me	rip	NA										
50	3	445	2001	2001	1993	32	38	41	84	sm	me	NA										
50	3	446	2001	2001	1993	38	49	233	188	me	me	NA										
50	3	447	2001	2001	1993	36	61	149	338	me	la	NA										
50	3	449	2001	2001	1993	39	45	124	144	me	me	NA										
50	3	469	2001	2001	1993	26	50	39	200	sm	me	NA										
50	3	470	2001	2001	1993	30	37	22	77	sm	me	NA										
50	3	471	2001	2001	1993	40	NA	117	NA	me	rip	NA										
50	3	472	2001	2001	1993	15	28	5	101	sm	sm	NA										
50	3	473	2001	2001	1993	37	41	190	107	me	me	NA										
50	3	617	2001	1999	1993	29	36	23	71	sm	me	NA										
50	3	618	2001	1999	1993	49	56	433	861	me	la	NA										
50	3	619	2001	1999	1993	50	41	148	107	me	me	NA										
50	3	620	2001	1999	1993	41	NA	284	NA	me	rip	NA										
50	3	621	2001	1999	1993	40	40	211	99	me	me	NA										
50	3	622	2001	1999	1993	34	NA	62	NA	me	rip	NA										
50	3	623	2001	1999	1993	53	42	167	0	la	ve	NA										
50	3	624	2001	1999	1993	46	51	127	213	me	la	NA										
50	3	625	2001	1999	1993	44	52	65	226	me	la	NA										
50	3	626	2001	1999	1993	37	39	157	91	me	me	NA										
50	3	627	2001	1999	1993	57	45	232	144	la	me	NA										
50	3	628	2001	1999	1993	25	42	44	0	sm	ve	NA										
50	3	633	2001	1999	1993	51	NA	868	NA	la	rip	NA										
50	3	634	2001	1999	1993	37	NA	526	NA	me	rip	NA										
50	3	635	2001	1999	1993	53	73	762	1779	la	la	NA										
50	3	638	2001	1999	1993	38	50	42	200	me	me	NA										
50	3	639	2001	1999	1993	50	60	164	355	me	la	NA										
50	3	641	2001	1999	1993	38	NA	91	NA	me	rip	NA										
50	3	642	2001	1999	1993	41	34	189	4	me	me	NA										
50	3	643	2001	1999	1993	30	16	48	6	sm	sm	NA										
50	3	1539	2001	1998	1993	42	53	138	240	me	la	NA										
50	3	1540	2001	1998	1993	46	48	237	176	me	me	NA										
50	3	1541	2001	1998	1993	33	35	87	65	sm	me	NA										
50	3	1543	2001	1998	1993	42	49	173	188	me	me	NA										
50	3	1544	2001	1998	1993	46	NA	262	NA	me	rip	NA										
50	3	1547	2001	1998	1993	41	NA	405	NA	me	rip	NA										
50	3	1552	2001	1998	1993	50	54	388	255	me	la	NA										
50	3	1553	2001	1998	1993	37	NA	100	NA	me	rip	NA										
50	3	1554	2001	1998	1993	33	NA	82	NA	sm	rip	NA										
50	3	1555	2001	1998	1993	45	31	733	44	me	sm	NA										
50	3	1557	2001	1998	1993	46	50	626	200	me	me	NA										
50	3	1558	2001	1998	1993	29	NA	94	NA	sm	rip	NA										
50	3	1561	2001	1998	1993	47	58	227	319	me	la	NA										
57	1	56	2001	1999	1993	56	55	62	578	la	la	NA										
57	1	64	2001	1999	1993	46	54	402	525	me	la	NA										
57	1	65	2001	1999	1993	36	42	94	144	me	me	NA										
57	1	66	2001	1999	1993	38	NA	67	NA	me	rip	NA										
57	1	209	2001	1999	1993	36	58	12	502	me	la	NA										
57	1	215	2001	1999	1993	43	NA	3	NA	me	rip	NA										
57	1	216	2001	1999	1993	37	NA	53	NA	me	rip	NA										
57	1	219	2001	1999	1993	38	35	62	173	me	me	NA										
57	1	221	2001	1999	1993	35	42	55	151	me	me	NA										
57	1	601	2001	2000	1993	31	NA	56	NA	sm	rip	NA										
57	1	602	2001	2000	1993	20	17	0	0	ve	ve	NA										
57	1	635	2001	2000	1993	31	45	28	139	sm	me	NA										
57	1	1645	2001	1998	1993	48	52	154	687	me	la	NA										
57	2	54	2001	1999	1993	45	52	134	367	me	la	NA										
57	2	202	2001	1999	1993	29	NA	15	NA	sm	rip	NA										
57	2	416	2001	1994	1993	27	34	0	0	ve	ve	NA										
57	2	606	2001	2000	1993	29	49	8	174	sm	me	NA										
57	2	645	2001	2000	1993	38	52	10	112	me	la	NA										
59	2	6	2001	2000	1968	17	39	0	269	ve	me	NA										
59	2	7	2001	2000	1968	10	42	0	221	ve	me	NA										
59	2	9	2001	2000	1968	22	40	16	240	sm	me	NA										
59	2	37	2001	2001	1968	18	44	12	216	sm	me	NA										
59	2	291	2001	2000	1968	33	58	132	609	sm	la	NA										
59	2	292	2001	1999	1968	15	NA	2	NA	sm	rip	NA										
59	2	299	2001	1999	1968	38	47	59	195	me	me	NA										
59	3	759	2001	1997	1968	23	34	33	317	sm	me	NA										
59	4	38	2001	2001	1968	31	34	89	535	sm	me	NA										
59	9	1	2001	2000	1968	31	47	107	281	sm	me	NA										
